Trade Date,Index Value,High,Low,Total Market Value,Dividend Market Value
22/11/2010,1020.04,1033.58,1017.82,3.75865E+11,0
23/11/2010,1009.6,1018.28,1008.28,3.72018E+11,0
24/11/2010,1024.96,1026.08,1005.52,3.77678E+11,0
26/11/2010,,0,0,,0
29/11/2010,1024.94,1040.62,1021.95,3.77672E+11,0
30/11/2010,1030.8,1033.17,1023.27,3.79831E+11,0
01/12/2010,1055.89,1056,1036.11,3.89075E+11,0
02/12/2010,1072.03,1072.03,1054.24,3.95023E+11,0
03/12/2010,1074.27,1074.88,1061.53,3.95847E+11,0
06/12/2010,1072.98,1076.45,1069.27,3.95374E+11,0
07/12/2010,1076.58,1085.08,1071.46,3.96699E+11,0
08/12/2010,1073.49,1077.98,1070.41,3.95562E+11,0
09/12/2010,1064.2,1082.4,1061.92,3.92136E+11,0
10/12/2010,1071.39,1071.39,1064.9,3.94785E+11,0
13/12/2010,1074.74,1078.78,1072.2,3.9602E+11,0
14/12/2010,1083.11,1083.11,1074.04,3.99104E+11,0
15/12/2010,1086.81,1088.57,1078.98,4.00467E+11,0
16/12/2010,1091.22,1091.6,1085.97,4.02093E+11,0
17/12/2010,1095.26,1096.76,1089.02,4.03581E+11,0
20/12/2010,1097.35,1100.7,1092.22,4.08669E+11,0
21/12/2010,1111.99,1112.57,1101.75,4.14122E+11,0
22/12/2010,1109.35,1115.11,1108.1,4.13136E+11,0
23/12/2010,1111.66,1113.52,1107.69,4.13998E+11,0
27/12/2010,1107.13,1111.29,1105.02,4.12311E+11,0
28/12/2010,1107.69,1112.4,1106.71,4.12518E+11,0
29/12/2010,1112.63,1114.58,1111.01,4.14357E+11,0
30/12/2010,1105.03,1113.55,1105.03,4.11528E+11,0
03/01/2011,1127.54,1127.72,1113.82,4.19912E+11,0
04/01/2011,1122.79,1132.25,1122.55,4.18141E+11,0
05/01/2011,1118.59,1126.43,1113.99,4.1658E+11,0
06/01/2011,1117.62,1120.34,1117.33,4.16216E+11,0
07/01/2011,1119.55,1124.52,1115.33,4.16937E+11,0
10/01/2011,1112.25,1121.2,1110.41,4.14217E+11,0
11/01/2011,1133.95,1134.62,1115.33,4.223E+11,0
12/01/2011,1138.84,1141.53,1134.54,4.24121E+11,0
13/01/2011,1125.1,1141.74,1123.58,4.19004E+11,0
14/01/2011,1124.09,1124.87,1108.99,4.18628E+11,0
17/01/2011,1122.31,0,0,4.17963E+11,0
18/01/2011,1133.54,1136.47,1126.23,4.22146E+11,0
19/01/2011,1110.86,1135.48,1110.24,4.13701E+11,0
20/01/2011,1091.92,1111.28,1091.88,4.06647E+11,0
21/01/2011,1102.4,1111.01,1089.9,4.10548E+11,0
24/01/2011,1102.57,1111.48,1094.86,4.10612E+11,0
25/01/2011,1107.35,1115.64,1105.85,4.12392E+11,0
26/01/2011,1129.29,1132.09,1112.99,4.20562E+11,0
27/01/2011,1128.74,1132.62,1121.51,4.20359E+11,0
28/01/2011,1118.29,1130.95,1118.29,4.16467E+11,0
31/01/2011,1116.02,1117.12,1104.99,4.15623E+11,0
01/02/2011,1120.66,1125.42,1114.43,4.17348E+11,0
02/02/2011,1100.16,1122.17,1094.02,4.09715E+11,0
03/02/2011,1105.95,1108.76,1097.21,4.11871E+11,0
04/02/2011,1110.9,1116.61,1104.8,4.13714E+11,0
07/02/2011,1119.03,1122.65,1114.55,4.16743E+11,0
08/02/2011,1115.73,1123.19,1109.21,4.15515E+11,0
09/02/2011,1118.44,1122.16,1114.85,4.16524E+11,0
10/02/2011,1108.49,1116.51,1102.03,4.12816E+11,0
11/02/2011,1110.54,1110.96,1093.55,4.13581E+11,0
14/02/2011,1110.19,1117.05,1110.13,4.13451E+11,0
15/02/2011,1105.03,1113.17,1100.19,4.11529E+11,0
16/02/2011,1108.28,1110.06,1102.85,4.12741E+11,0
17/02/2011,1093.19,1110.82,1088.07,4.07119E+11,0
18/02/2011,1098.5,1099.92,1091.31,4.09097E+11,0
22/02/2011,1088.18,1091.18,1073.37,4.05254E+11,0
23/02/2011,1071.16,1082.98,1064.92,3.98356E+11,0
24/02/2011,1070.69,1078.74,1059.2,3.98182E+11,0
25/02/2011,1084.47,1087.23,1073.35,4.03307E+11,0
28/02/2011,1103.55,1107.7,1084.13,4.10402E+11,0
01/03/2011,1098.02,1112.45,1098.02,4.08346E+11,0
02/03/2011,1080.37,1090.31,1080.3,4.01783E+11,0
03/03/2011,1083.56,1095.09,1083.56,4.02967E+11,0
04/03/2011,1078.06,1094.22,1077.11,4.00824E+11,4.00824E+11
07/03/2011,1080.3,1088.23,1069.5,4.01658E+11,0
08/03/2011,1085.12,1088.81,1080.56,4.03449E+11,0
09/03/2011,1093.65,1102.29,1088.6,4.06623E+11,0
10/03/2011,1083.36,1095.29,1081.56,4.02795E+11,0
11/03/2011,1067.2,1077.45,1066.96,3.96789E+11,0
14/03/2011,1052.79,1063.93,1052.79,3.91428E+11,0
15/03/2011,1024.36,1032.34,1004.02,3.80858E+11,0
16/03/2011,1013.5,1041.64,1013.5,3.76822E+11,0
17/03/2011,1031.54,1034.95,1018.96,3.85717E+11,0
18/03/2011,1052.28,1055.45,1038.61,3.93473E+11,0
21/03/2011,1064.4,1068.5,1062.33,3.98002E+11,0
22/03/2011,1059.59,1069.25,1053.32,3.96204E+11,0
23/03/2011,1066.57,1068.91,1055.57,3.98815E+11,0
24/03/2011,1077.6,1077.6,1063.06,4.02939E+11,0
25/03/2011,1075.1,1078.96,1070.35,4.02004E+11,0
28/03/2011,1080.45,1081.65,1070.99,4.04002E+11,0
29/03/2011,,0,0,,0
30/03/2011,1092.58,1094.6,1088.44,4.08541E+11,0
31/03/2011,1087.67,1092.95,1086.24,4.06704E+11,0
01/04/2011,1096.02,1096.23,1085.55,4.09827E+11,0
04/04/2011,1097.53,1099.24,1092.63,4.10389E+11,0
05/04/2011,1098.44,1098.46,1092.85,4.10731E+11,0
06/04/2011,1103.24,1103.96,1093.09,4.12524E+11,0
07/04/2011,1094.18,1101.96,1093.39,4.09139E+11,0
08/04/2011,1102.03,1102.03,1094.95,4.12073E+11,0
11/04/2011,1097.66,1103.97,1095.7,4.10441E+11,0
12/04/2011,1074.37,1090.55,1072.81,4.01731E+11,0
13/04/2011,1083.84,1087.41,1076.03,4.0527E+11,0
14/04/2011,1078.07,1081.98,1070.58,4.03113E+11,0
15/04/2011,1076.95,1080.38,1071.53,4.02694E+11,0
18/04/2011,1059.18,1080.16,1057.38,3.9605E+11,0
19/04/2011,1069.69,1076.33,1063.24,3.99979E+11,0
20/04/2011,1093.97,1095.02,1078.17,4.09061E+11,0
21/04/2011,1097.2,1097.71,1091.38,4.10266E+11,0
26/04/2011,1100.66,0,0,4.11561E+11,0
27/04/2011,1102.8,0,0,4.12361E+11,0
28/04/2011,1105.79,1106.04,1094.91,4.13478E+11,0
29/04/2011,1107.4,1109.39,1103.46,4.14082E+11,0
02/05/2011,1113.57,1114.24,1108.49,4.16389E+11,0
03/05/2011,1098.92,1111.97,1095.13,4.1091E+11,0
04/05/2011,1082.57,1097.29,1081.06,4.04797E+11,0
05/05/2011,1078.91,1084.42,1071.05,4.03427E+11,0
06/05/2011,1092.03,1093.11,1071.83,4.08336E+11,0
09/05/2011,1093.86,1096.89,1086.16,4.0902E+11,0
10/05/2011,1103.7,1104.07,1093.07,4.12419E+11,2.57762E+12
11/05/2011,1107.94,1111.69,1103.51,4.13624E+11,0
12/05/2011,1100.24,1104.03,1095.67,4.10751E+11,0
13/05/2011,1100.7,1107.62,1099.28,4.10923E+11,0
16/05/2011,1105.63,1105.74,1090.48,4.12763E+11,0
17/05/2011,1092.03,1104.57,1092.03,4.06954E+11,8.54604E+12
18/05/2011,1095.71,1100.02,1093.77,4.08325E+11,0
19/05/2011,1105.25,1107.71,1095.94,4.11883E+11,0
20/05/2011,1104.64,1112.16,1102.98,4.11655E+11,0
23/05/2011,1080.64,1094.79,1080.51,4.0271E+11,0
24/05/2011,1079.81,1089.2,1079.81,4.024E+11,0
25/05/2011,1091.93,1092.64,1070.88,4.06917E+11,0
26/05/2011,1081.84,1098.13,1080.61,4.03158E+11,0
27/05/2011,1091.04,1094.58,1084.48,4.06587E+11,0
31/05/2011,1086.16,1102.88,1084.14,4.04765E+11,0
01/06/2011,1086.31,1090.8,1079.67,4.04822E+11,0
03/06/2011,1062.28,1071.3,1055.97,3.95867E+11,0
07/06/2011,1051.91,1061.02,1051.91,3.92003E+11,0
08/06/2011,1025.89,1049.01,1025.89,3.82306E+11,0
09/06/2011,1035.68,1039.34,1023.51,3.85956E+11,0
10/06/2011,1017.76,1035.18,1015.06,3.79275E+11,0
13/06/2011,1012.71,1019.24,1010.91,3.77393E+11,0
14/06/2011,1021.31,1028.78,1019.68,3.80599E+11,0
15/06/2011,1004.17,0,0,3.74212E+11,0
16/06/2011,989.68,0,0,3.68814E+11,0
17/06/2011,994.71,0,0,3.70687E+11,0
20/06/2011,977.37,0,0,3.68182E+11,0
21/06/2011,999.8,999.82,982.45,3.76632E+11,0
22/06/2011,986.59,1004.04,985.48,3.71654E+11,0
23/06/2011,965.83,984.86,964.53,3.63832E+11,0
24/06/2011,969.24,971.36,968.61,3.65117E+11,0
27/06/2011,975.29,975.84,961.33,3.67396E+11,0
28/06/2011,974.62,984.29,969.53,3.67143E+11,0
29/06/2011,1006.18,1006.18,978.91,3.79035E+11,0
30/06/2011,1022.78,1024.23,1009.27,3.85286E+11,0
01/07/2011,1031.1,1031.29,1014.39,3.88422E+11,0
05/07/2011,1040.94,1042.42,1036.02,3.92126E+11,0
06/07/2011,1032.31,1041.82,1029.97,3.88879E+11,0
07/07/2011,1046.88,1047.86,1034.42,3.94365E+11,0
08/07/2011,1029.9,1051.54,1029.14,3.8797E+11,0
11/07/2011,1009.74,1026.91,1008.78,3.80373E+11,0
12/07/2011,1002.48,1002.72,980.08,3.77639E+11,0
13/07/2011,1013.13,1013.56,998.74,3.81652E+11,0
14/07/2011,996.32,1008.35,992.51,3.7532E+11,0
15/07/2011,987.18,991.34,983.39,3.71875E+11,0
18/07/2011,962.69,986.16,960.54,3.62652E+11,0
19/07/2011,979.72,980.58,962.56,3.69065E+11,0
20/07/2011,995.82,996.49,987.81,3.75131E+11,0
21/07/2011,997.91,1000,977.17,3.75917E+11,0
22/07/2011,999.77,1010.86,994.37,3.76618E+11,0
25/07/2011,996.16,998.16,990.05,3.75259E+11,0
26/07/2011,988.35,998.76,982.73,3.72317E+11,0
27/07/2011,980.59,992.19,976.23,3.69393E+11,0
28/07/2011,977.92,980.97,967.9,3.68389E+11,0
29/07/2011,972.97,976.66,959.74,3.66524E+11,0
01/08/2011,951.45,996.03,949.88,3.58418E+11,0
02/08/2011,929.8,953.42,928.76,3.5026E+11,0
03/08/2011,897.11,921.04,897.08,3.37946E+11,0
04/08/2011,855.46,912.28,855.46,3.22256E+11,0
05/08/2011,851.68,875.35,816.99,3.20832E+11,0
08/08/2011,813.52,859.36,813.52,3.06459E+11,0
09/08/2011,837.55,837.55,776.69,3.15512E+11,0
10/08/2011,812.6,861.89,807.6,3.06111E+11,0
11/08/2011,842.03,842.04,800.25,3.17197E+11,0
12/08/2011,863.17,866.13,825.89,3.25162E+11,0
15/08/2011,875.52,878.9,857.3,3.29815E+11,0
16/08/2011,869.13,875.97,850.7,3.27405E+11,0
17/08/2011,872.02,877.78,851.61,3.28494E+11,0
18/08/2011,811.69,862.11,810.21,3.05767E+11,0
19/08/2011,803.56,815.83,774.35,3.02704E+11,0
22/08/2011,808.58,824.98,793.84,3.04598E+11,0
23/08/2011,816.64,832.07,808.06,3.07632E+11,0
24/08/2011,827.94,839.53,812.48,3.11889E+11,0
25/08/2011,816.15,840.1,815.25,3.07448E+11,0
26/08/2011,816.18,818.95,797.66,3.07459E+11,0
29/08/2011,838.88,839.99,822.34,3.16011E+11,0
30/08/2011,839.14,848.28,831.61,3.16107E+11,0
31/08/2011,870.56,873.85,843.74,3.27945E+11,0
01/09/2011,877.95,883.75,857.33,3.30728E+11,0
02/09/2011,849.5,866.75,843.84,3.20011E+11,0
05/09/2011,812.31,834.97,810.63,3.06002E+11,0
06/09/2011,816.24,821.66,801.84,3.07483E+11,0
07/09/2011,849.91,849.91,827.35,3.20165E+11,0
08/09/2011,855.92,861.45,841.13,3.22429E+11,0
09/09/2011,827.78,853.86,826.86,3.1183E+11,0
12/09/2011,796.25,809.96,794.88,2.99953E+11,0
13/09/2011,801.49,808.41,779.22,3.01926E+11,0
14/09/2011,807.04,813.17,791.88,3.04015E+11,0
15/09/2011,838.54,840.67,814.36,3.15884E+11,0
16/09/2011,840.2,850.39,837.79,3.16507E+11,0
19/09/2011,814.06,828.57,812.04,3.06662E+11,0
20/09/2011,838.39,838.39,808.94,3.15828E+11,0
21/09/2011,824.14,839.08,823.27,3.10456E+11,0
22/09/2011,776.51,802.45,776.51,2.92515E+11,0
23/09/2011,775.6,788.55,748.54,2.92174E+11,0
26/09/2011,786.29,799.13,758.26,2.96199E+11,0
27/09/2011,837.37,837.37,807.24,3.15441E+11,0
28/09/2011,816.25,838.69,813.54,3.07488E+11,0
29/09/2011,834.56,835.77,811.9,3.14382E+11,0
30/09/2011,816.29,830.19,809.02,3.075E+11,0
03/10/2011,815.42,820.21,796.22,3.07172E+11,0
04/10/2011,780.85,806.82,771.18,2.94149E+11,0
05/10/2011,806.97,807.3,784.78,3.03989E+11,0
06/10/2011,824.37,824.37,807.32,3.10545E+11,0
07/10/2011,827.43,838.71,819.12,3.11699E+11,0
10/10/2011,852.46,852.47,829.82,3.21125E+11,0
11/10/2011,848.79,855.35,841.69,3.19743E+11,0
12/10/2011,863.72,866.53,838.56,3.2537E+11,0
13/10/2011,844.38,871.65,843.51,3.18082E+11,0
14/10/2011,857.15,862.81,845.47,3.22895E+11,0
17/10/2011,840.49,870.42,834.23,3.16617E+11,0
18/10/2011,845.59,847.46,825.65,3.18537E+11,0
19/10/2011,842.16,851.19,838.42,3.17246E+11,0
20/10/2011,836.41,853.63,828.58,3.15081E+11,0
21/10/2011,860.02,860.27,838.45,3.23974E+11,0
24/10/2011,874.91,875.36,860.57,3.29583E+11,0
25/10/2011,874.44,882.83,865.79,3.29407E+11,0
26/10/2011,882.08,894.8,872.78,3.32284E+11,0
27/10/2011,931.8,931.88,907.75,3.51013E+11,0
28/10/2011,929.76,941.37,924.96,3.50248E+11,0
31/10/2011,894.42,921.18,894.42,3.36933E+11,0
01/11/2011,855.54,872.73,846.49,3.22286E+11,0
02/11/2011,868.2,869.24,848.2,3.27056E+11,0
03/11/2011,888.49,892.58,851,3.34698E+11,0
04/11/2011,886.5,896.77,882.96,3.3395E+11,0
07/11/2011,880.04,890.52,866.8,3.31517E+11,0
08/11/2011,884.61,897.15,880.78,3.33238E+11,0
09/11/2011,864.99,895.23,857.07,3.25848E+11,0
10/11/2011,859.89,873.76,844.81,3.23924E+11,0
11/11/2011,886.08,887.47,857.6,3.3379E+11,0
14/11/2011,875.07,894.97,872.35,3.29643E+11,0
15/11/2011,871.21,876.66,858.77,3.28192E+11,0
16/11/2011,871.18,881.92,865.72,3.2818E+11,0
17/11/2011,859.54,870.43,852.78,3.23795E+11,0
18/11/2011,852.32,860.31,849.34,3.21075E+11,0
21/11/2011,821.73,849.65,820.94,3.09551E+11,0
22/11/2011,815.31,830.72,812.75,3.07134E+11,0
23/11/2011,801.99,821.33,801.11,3.02114E+11,0
24/11/2011,799.34,816.65,791.45,3.01115E+11,0
25/11/2011,800.92,807.95,787.82,3.0171E+11,0
28/11/2011,836.06,837.01,809.02,3.14947E+11,0
29/11/2011,843.04,843.85,826.73,3.17579E+11,0
30/11/2011,888.78,889.44,830.42,3.34808E+11,0
01/12/2011,875.21,888.4,872.88,3.29697E+11,0
02/12/2011,885.39,888.86,881.12,3.33531E+11,0
05/12/2011,896.63,899.47,887.13,3.37765E+11,0
06/12/2011,889.82,893.13,884.44,3.352E+11,0
07/12/2011,888.71,902.21,878.19,3.34783E+11,0
08/12/2011,867.59,894.94,867.5,3.26828E+11,0
09/12/2011,874.42,881.34,857.56,3.29399E+11,0
12/12/2011,853.68,872.28,853.41,3.21586E+11,0
13/12/2011,860.61,873.38,848.38,3.24195E+11,0
14/12/2011,844.84,864.88,843.27,3.18254E+11,0
15/12/2011,852.86,855.6,839.92,3.21276E+11,0
16/12/2011,848.28,856.36,845.47,3.1955E+11,0
19/12/2011,849.5,860.78,841.48,3.20754E+11,0
20/12/2011,871.27,871.78,842.6,3.28974E+11,0
21/12/2011,868.67,885.01,864.37,3.27995E+11,0
22/12/2011,877.29,877.3,869.86,3.31248E+11,0
23/12/2011,885.72,887.42,880.58,3.34432E+11,0
27/12/2011,884.23,891.27,881.2,3.33869E+11,0
28/12/2011,879.09,887.1,875.35,3.31928E+11,0
29/12/2011,887.9,887.9,878.74,3.35255E+11,0
30/12/2011,899.75,899.96,885.22,3.39728E+11,0
02/01/2012,912.53,916.55,895.01,3.44554E+11,0
03/01/2012,928.51,928.51,914.2,3.50589E+11,0
04/01/2012,919.05,926.94,914.66,3.47017E+11,0
05/01/2012,923.05,923.33,917.49,3.48524E+11,0
06/01/2012,924.21,925.39,921.86,3.48964E+11,0
09/01/2012,923.02,925.8,918.84,3.48515E+11,0
10/01/2012,938.98,938.98,928.72,3.54541E+11,0
11/01/2012,933.06,941.48,929.77,3.52304E+11,0
12/01/2012,932.37,942.9,929.28,3.52044E+11,0
13/01/2012,926.04,938.53,917.97,3.49653E+11,0
16/01/2012,935.11,935.99,920.4,3.53079E+11,0
17/01/2012,948.63,951.08,940.4,3.58184E+11,0
18/01/2012,954.21,954.53,940.08,3.60291E+11,0
19/01/2012,964.29,965.56,953.89,3.64099E+11,0
20/01/2012,958.77,968.39,956.16,3.62012E+11,0
23/01/2012,964.81,964.83,953.77,3.64294E+11,0
24/01/2012,952.46,960.74,944.29,3.59631E+11,0
25/01/2012,943.26,950.28,936.24,3.56156E+11,0
26/01/2012,958.84,961.28,943.9,3.62038E+11,0
27/01/2012,948.76,962.88,948.63,3.58232E+11,0
30/01/2012,938.91,942.64,931.94,3.54514E+11,0
31/01/2012,945.36,951.59,943.35,3.56951E+11,0
01/02/2012,972.93,0,0,3.67358E+11,0
02/02/2012,977.56,0,0,3.69107E+11,0
03/02/2012,995.87,999.19,977.63,3.76023E+11,0
06/02/2012,991.69,997.95,984.7,3.74444E+11,0
07/02/2012,992.96,994.9,983.78,3.74921E+11,0
08/02/2012,997.47,1001.73,994.66,3.76624E+11,0
09/02/2012,999.58,1002.4,992.56,3.77423E+11,0
10/02/2012,992.14,996.98,985.28,3.74612E+11,0
13/02/2012,1002.25,1004.56,997.96,3.78432E+11,0
14/02/2012,1001.14,1009.31,998.73,3.78011E+11,0
15/02/2012,1016.82,1017.07,1007.01,3.83933E+11,0
16/02/2012,1015.26,1015.41,1003.29,3.83343E+11,0
17/02/2012,1023.29,1025.28,1018.98,3.86375E+11,0
20/02/2012,1039.68,1039.68,1026.51,3.92562E+11,0
21/02/2012,1033.17,1040.27,1031.06,3.90107E+11,0
22/02/2012,1022.82,1036.54,1018.23,3.86196E+11,0
23/02/2012,1022.8,1028.95,1015.83,3.8619E+11,0
24/02/2012,1030.64,1031.98,1022.87,3.8915E+11,0
27/02/2012,1019.13,1026.24,1011.15,3.84804E+11,0
28/02/2012,1026.75,1027.15,1018.36,3.8768E+11,0
29/02/2012,1027.54,1032.71,1023.8,3.8798E+11,0
01/03/2012,1027.82,1033.01,1017.89,3.88084E+11,0
02/03/2012,1027.74,1030.79,1023.08,3.88053E+11,0
05/03/2012,1021.23,1027.31,1017.81,3.85596E+11,0
06/03/2012,980.73,1015.79,980.44,3.70305E+11,0
07/03/2012,986.69,992.76,978.31,3.72556E+11,0
08/03/2012,1010.84,1010.85,992.86,3.81674E+11,0
09/03/2012,1012.14,1017.45,1006.48,3.82165E+11,0
12/03/2012,1010.2,1013.69,1006.41,3.81433E+11,0
13/03/2012,1029.28,1029.28,1018.51,3.88637E+11,0
14/03/2012,1029.78,1038.65,1029.09,3.88825E+11,0
15/03/2012,1036.52,1036.52,1026.86,3.9137E+11,0
16/03/2012,1041.78,1045.95,1037.03,3.93355E+11,0
19/03/2012,1041.05,0,0,3.9308E+11,0
20/03/2012,1024.08,1035.94,1021.73,3.86671E+11,0
21/03/2012,1015.88,1030.14,1010.8,3.83576E+11,0
22/03/2012,999.35,1017.06,994.22,3.77334E+11,0
23/03/2012,1003.81,1006.28,992.04,3.7902E+11,0
26/03/2012,1022.85,1022.85,1000.31,3.86209E+11,0
27/03/2012,1014.28,1030.03,1012.72,3.82974E+11,0
28/03/2012,1010.42,1021.62,1008.65,3.81515E+11,0
29/03/2012,989.65,1012.31,987.62,3.73672E+11,0
30/03/2012,1006.39,1006.81,994.63,3.79992E+11,0
02/04/2012,1024.53,1024.53,1001.22,3.86844E+11,0
03/04/2012,1023.17,1030.95,1023.17,3.8633E+11,0
04/04/2012,988.18,1016.14,984.76,3.73119E+11,0
05/04/2012,986.12,997.01,980.89,3.72339E+11,0
10/04/2012,961.52,980.06,961.52,3.63053E+11,0
11/04/2012,964.71,974.43,959.46,3.64255E+11,0
12/04/2012,980.63,981.65,960.62,3.70268E+11,0
13/04/2012,963.66,977.35,960.27,3.63859E+11,0
16/04/2012,970.74,977.67,958.11,3.66533E+11,0
17/04/2012,988.38,991.83,967.13,3.73193E+11,0
18/04/2012,976.45,989.37,974.55,3.68689E+11,0
19/04/2012,982.21,993.92,980.58,3.70863E+11,0
20/04/2012,988.61,989.7,975.5,3.73278E+11,0
23/04/2012,948.71,982.75,947.46,3.58214E+11,0
24/04/2012,963.91,969.01,953.51,3.63953E+11,0
25/04/2012,979.04,979.91,970.42,3.69665E+11,0
26/04/2012,973.15,0,0,3.67443E+11,0
27/04/2012,985.2,0,0,3.71993E+11,0
30/04/2012,987.12,989.28,983.57,3.72718E+11,0
01/05/2012,986.88,0,0,3.72627E+11,0
02/05/2012,983.2,998.75,976.72,3.71237E+11,0
03/05/2012,990.11,0,0,3.73845E+11,0
04/05/2012,964.15,0,0,3.64043E+11,0
07/05/2012,965.03,965.83,945.8,3.64375E+11,0
08/05/2012,953.9,967,952.2,3.59961E+11,2.33975E+12
09/05/2012,951.48,962.93,941.43,3.59047E+11,0
10/05/2012,953.64,960.2,948.39,3.59862E+11,0
11/05/2012,959.16,959.7,946.28,3.61945E+11,0
14/05/2012,929.2,953.54,924.41,3.50641E+11,0
15/05/2012,918.5,937.12,918.13,3.46601E+11,0
16/05/2012,910.61,913.91,900.64,3.43624E+11,0
18/05/2012,886.07,897.66,885.41,3.34363E+11,0
21/05/2012,904.53,905.1,886.66,3.41332E+11,0
22/05/2012,925.53,927.11,910.13,3.49255E+11,0
23/05/2012,901.47,916.81,900.07,3.40176E+11,0
24/05/2012,912.66,915.06,901.37,3.44396E+11,0
25/05/2012,914.63,919.96,906.38,3.45141E+11,0
28/05/2012,916.24,927.5,909.04,3.45748E+11,0
29/05/2012,926.1,931.96,916.24,3.4947E+11,0
30/05/2012,910.97,923.75,908.47,3.4376E+11,0
31/05/2012,898.95,916.27,894.85,3.39226E+11,0
01/06/2012,878.07,903.85,870.89,3.31345E+11,0
04/06/2012,869.13,876.2,865.49,3.27971E+11,0
05/06/2012,873.62,0,0,3.29664E+11,0
06/06/2012,881.01,0,0,3.32455E+11,0
07/06/2012,904.88,0,0,3.41461E+11,0
08/06/2012,901.08,0,0,3.40028E+11,0
11/06/2012,911.14,0,0,3.43823E+11,0
12/06/2012,916.9,0,0,3.45997E+11,0
13/06/2012,906.79,925.95,903.1,3.42182E+11,0
14/06/2012,899.14,905.18,889.1,3.39297E+11,0
15/06/2012,907.49,909.16,900.26,3.42446E+11,0
18/06/2012,909.94,919.96,902.13,3.38928E+11,0
19/06/2012,928.15,928.44,910.22,3.45711E+11,0
20/06/2012,938.33,938.78,922.01,3.49501E+11,0
21/06/2012,933.36,936.5,928.62,3.47652E+11,0
22/06/2012,934.09,934.94,933.15,3.47921E+11,0
25/06/2012,909.48,926.55,908.57,3.38755E+11,0
26/06/2012,904,912.97,901.33,3.36714E+11,0
27/06/2012,917.32,918.73,905.52,3.41675E+11,0
28/06/2012,910.43,924.69,905.07,3.39109E+11,0
29/06/2012,945.77,945.77,928.2,3.52274E+11,0
02/07/2012,956.86,959.48,945.24,3.56404E+11,0
03/07/2012,969.87,969.87,959.93,3.61248E+11,0
04/07/2012,974.22,975.05,962.12,3.62872E+11,0
05/07/2012,977.31,983.93,970.48,3.6402E+11,0
06/07/2012,964.78,976.09,964.62,3.59354E+11,0
09/07/2012,961.27,965.76,957.37,3.58048E+11,0
10/07/2012,975.77,978.48,959.4,3.63447E+11,0
11/07/2012,970.74,976.43,967.66,3.61574E+11,0
12/07/2012,961.05,966.5,959.01,3.57964E+11,0
13/07/2012,971.26,973.78,964.52,3.61767E+11,0
16/07/2012,975.96,975.98,968.65,3.63517E+11,0
17/07/2012,972.78,980.23,968.81,3.62332E+11,0
18/07/2012,981.13,983.57,965.31,3.65444E+11,0
19/07/2012,997.95,998.65,983.97,3.71709E+11,0
20/07/2012,993.66,1000.27,990.4,3.70112E+11,0
23/07/2012,973.17,986.26,966,3.62478E+11,0
24/07/2012,976.91,981.86,972.13,3.6387E+11,0
25/07/2012,980.87,986.3,970.29,3.65347E+11,0
26/07/2012,999.19,1004.85,975.63,3.72169E+11,0
27/07/2012,1011.75,1013.45,998.65,3.76847E+11,0
30/07/2012,1031.72,1033.05,1015.2,3.84287E+11,0
31/07/2012,1027.84,1033.45,1021.76,3.82843E+11,0
01/08/2012,1029.72,1033.22,1024.53,3.83543E+11,0
02/08/2012,1024.23,1040.8,1018.61,3.81498E+11,0
03/08/2012,1044.37,1046.97,1023.85,3.88998E+11,0
06/08/2012,1042.98,1046.29,1038.68,3.88482E+11,0
07/08/2012,1044.71,1045.96,1035,3.89126E+11,0
08/08/2012,1051.13,1051.13,1038.84,3.91518E+11,0
09/08/2012,1061.71,1063.4,1053.08,3.95456E+11,0
10/08/2012,1062.24,1062.31,1052.24,3.95655E+11,0
13/08/2012,1052.72,1060.36,1048.18,3.92109E+11,0
14/08/2012,1056.62,1060.14,1052.01,3.93563E+11,0
15/08/2012,1057.17,1058.3,1050.67,3.93766E+11,0
16/08/2012,1054.42,1060.55,1052.66,3.92743E+11,0
17/08/2012,1065.35,1065.88,1055.29,3.96812E+11,0
20/08/2012,1062.79,1072.43,1058.55,3.95858E+11,0
21/08/2012,1058.68,1064.38,1057.23,3.94329E+11,0
22/08/2012,1039.72,1050.74,1034.75,3.87268E+11,0
23/08/2012,1035.29,1048.5,1031.8,3.85615E+11,0
24/08/2012,1040.33,1040.81,1032.39,3.87496E+11,0
27/08/2012,1048.75,1049.99,1040.14,3.90629E+11,0
28/08/2012,1025.56,1047,1025.56,3.81993E+11,0
29/08/2012,1021.64,1028.49,1019.3,3.80534E+11,0
30/08/2012,1015.81,1022.91,1011.45,3.78361E+11,0
31/08/2012,1022.47,1025.67,1012.74,3.80843E+11,0
03/09/2012,1023.95,1027.19,1018.81,3.81394E+11,0
04/09/2012,1010.18,1025.2,1008.51,3.76262E+11,0
05/09/2012,1007.35,1014.01,1002.31,3.75209E+11,0
06/09/2012,1020.88,1026.96,1005.72,3.80251E+11,0
07/09/2012,1036.33,1036.33,1025.23,3.86004E+11,0
10/09/2012,1031.9,1037.66,1029.87,3.84353E+11,0
11/09/2012,1038.4,1038.4,1024.58,3.86777E+11,0
12/09/2012,1043.48,1045.85,1031.6,3.88668E+11,0
13/09/2012,1036.58,1041.46,1034.09,3.86098E+11,0
14/09/2012,1054.18,1058.81,1047.81,3.92652E+11,0
17/09/2012,1045.56,1050.89,1044,3.89441E+11,0
18/09/2012,1043.26,1046.57,1035.97,3.88585E+11,0
