Trade Date,Index Value,High,Low,Total Market Value,Dividend Market Value
17/11/2008,638.85,0,0,2.25858E+11,0
18/11/2008,636.3,0,0,2.24956E+11,0
19/11/2008,609.51,0,0,2.15488E+11,0
20/11/2008,591.2,0,0,2.09012E+11,0
24/11/2008,621.92,0,0,2.19874E+11,0
25/11/2008,636.2,0,0,2.24922E+11,0
26/11/2008,629.4,0,0,2.22519E+11,0
28/11/2008,649.94,0,0,2.30024E+11,0
01/12/2008,609.55,0,0,2.15729E+11,0
02/12/2008,632.53,0,0,2.23861E+11,0
03/12/2008,634.59,0,0,2.2459E+11,0
04/12/2008,633.56,0,0,2.24226E+11,0
05/12/2008,599.56,0,0,2.12195E+11,0
08/12/2008,656.12,0,0,2.32211E+11,0
09/12/2008,666.56,0,0,2.35904E+11,0
10/12/2008,668.16,0,0,2.36471E+11,0
12/12/2008,634.15,0,0,2.24437E+11,0
15/12/2008,620.79,0,0,2.19708E+11,0
16/12/2008,625.48,0,0,2.21365E+11,0
17/12/2008,626.89,0,0,2.21864E+11,0
18/12/2008,633.5,0,0,2.24205E+11,0
19/12/2008,630.49,0,0,2.23139E+11,0
22/12/2008,619.22,0,0,2.19606E+11,0
23/12/2008,615.47,0,0,2.18279E+11,0
29/12/2008,613.4,0,0,2.17544E+11,0
30/12/2008,625.8,0,0,2.2194E+11,0
02/01/2009,654.69,0,0,2.32186E+11,0
05/01/2009,674.03,0,0,2.39047E+11,0
06/01/2009,680.79,0,0,2.41444E+11,0
07/01/2009,678.52,0,0,2.40639E+11,0
08/01/2009,662.41,0,0,2.34924E+11,0
09/01/2009,662.01,0,0,2.34783E+11,0
12/01/2009,648.1,0,0,2.29849E+11,0
13/01/2009,630.71,0,0,2.23682E+11,0
14/01/2009,593.21,0,0,2.10383E+11,0
15/01/2009,596.65,0,0,2.11604E+11,0
16/01/2009,611.34,0,0,2.16813E+11,0
20/01/2009,581.11,0,0,2.06093E+11,0
21/01/2009,594.34,0,0,2.10785E+11,0
22/01/2009,584,0,0,2.07115E+11,0
23/01/2009,583.08,0,0,2.0679E+11,0
26/01/2009,601.15,0,0,2.13199E+11,0
27/01/2009,598.3,0,0,2.12187E+11,0
28/01/2009,618.25,0,0,2.19262E+11,0
29/01/2009,600.79,0,0,2.13072E+11,0
30/01/2009,600.2,0,0,2.1286E+11,0
02/02/2009,584.22,0,0,2.07194E+11,0
03/02/2009,596,0,0,2.11371E+11,0
04/02/2009,619.9,0,0,2.19848E+11,0
05/02/2009,616.19,0,0,2.18531E+11,0
06/02/2009,642.97,0,0,2.2803E+11,0
09/02/2009,654.34,0,0,2.32063E+11,0
10/02/2009,634.23,0,0,2.24929E+11,0
11/02/2009,621.68,0,0,2.20479E+11,0
12/02/2009,618.29,0,0,2.19278E+11,0
13/02/2009,624.45,0,0,2.21462E+11,0
17/02/2009,588.87,0,0,2.08843E+11,0
18/02/2009,590.49,0,0,2.09417E+11,0
19/02/2009,588.68,0,0,2.08775E+11,0
20/02/2009,562.89,0,0,1.99631E+11,0
23/02/2009,553.2,0,0,1.96194E+11,0
24/02/2009,541.34,0,0,1.91986E+11,0
25/02/2009,536.87,0,0,1.90402E+11,0
26/02/2009,552.93,0,0,1.96095E+11,0
27/02/2009,544.42,0,0,1.9308E+11,0
02/03/2009,519.22,0,0,1.84144E+11,0
03/03/2009,511.95,0,0,1.81562E+11,0
04/03/2009,532.5,0,0,1.88853E+11,0
05/03/2009,510.28,0,0,1.80971E+11,0
06/03/2009,500.4,0,0,1.77468E+11,0
10/03/2009,543.06,0,0,1.93683E+11,0
11/03/2009,561.62,0,0,2.00303E+11,0
12/03/2009,568.84,0,0,2.02877E+11,0
13/03/2009,562.77,0,0,2.02745E+11,0
16/03/2009,586.52,0,0,2.11303E+11,0
17/03/2009,575.5,0,0,2.07333E+11,0
18/03/2009,575.87,0,0,2.07465E+11,0
19/03/2009,587.23,0,0,2.11557E+11,0
20/03/2009,566.14,0,0,2.03962E+11,0
23/03/2009,578.57,0,0,2.08439E+11,0
24/03/2009,574.02,0,0,2.068E+11,0
25/03/2009,586.07,0,0,2.1114E+11,0
26/03/2009,588.72,0,0,2.12095E+11,0
27/03/2009,581.5,0,0,2.09494E+11,0
30/03/2009,557.73,0,0,2.00929E+11,0
31/03/2009,571.94,0,0,2.06049E+11,0
01/04/2009,592.95,0,0,2.13618E+11,0
02/04/2009,628.91,0,0,2.26573E+11,0
03/04/2009,622.18,0,0,2.24148E+11,0
06/04/2009,627.49,0,0,2.26063E+11,0
07/04/2009,614.9,0,0,2.21527E+11,0
08/04/2009,613.28,0,0,2.20943E+11,0
09/04/2009,626.62,0,0,2.2575E+11,0
14/04/2009,649.69,0,0,2.34061E+11,0
15/04/2009,632.97,0,0,2.28036E+11,0
16/04/2009,657.35,0,0,2.36821E+11,0
17/04/2009,675.4,0,0,2.43322E+11,0
20/04/2009,644.99,0,0,2.32369E+11,0
21/04/2009,654.68,0,0,2.35858E+11,0
22/04/2009,678.47,0,0,2.44427E+11,0
23/04/2009,681.02,0,0,2.45348E+11,0
24/04/2009,689.62,0,0,2.48446E+11,0
27/04/2009,691.38,0,0,2.49081E+11,0
28/04/2009,670.23,0,0,2.41459E+11,0
29/04/2009,687.5,0,0,2.47681E+11,0
30/04/2009,692.4,0,0,2.49448E+11,0
04/05/2009,719.86,0,0,2.5934E+11,0
05/05/2009,715.76,0,0,2.57861E+11,0
06/05/2009,732.92,0,0,2.64044E+11,0
07/05/2009,726.89,0,0,2.61872E+11,0
08/05/2009,734.91,0,0,2.64763E+11,0
11/05/2009,718.28,0,0,2.5877E+11,0
12/05/2009,700.81,0,0,2.52434E+11,0
13/05/2009,680.14,0,0,2.44988E+11,0
14/05/2009,686.74,0,0,2.47365E+11,0
15/05/2009,701.94,0,0,2.52844E+11,0
18/05/2009,717.58,0,0,2.58474E+11,0
19/05/2009,734.54,0,0,2.64586E+11,0
20/05/2009,737.81,0,0,2.65764E+11,0
22/05/2009,717.42,0,0,2.58416E+11,0
26/05/2009,712.22,0,0,2.56545E+11,0
27/05/2009,713.47,0,0,2.56994E+11,0
28/05/2009,705.08,0,0,2.53973E+11,0
29/05/2009,706.23,0,0,2.54386E+11,0
01/06/2009,735.51,0,0,2.64935E+11,0
02/06/2009,728.94,0,0,2.62567E+11,0
03/06/2009,700.55,0,0,2.52342E+11,0
04/06/2009,700.39,0,0,2.52284E+11,0
05/06/2009,699.97,709.33,698.58,2.52131E+11,0
08/06/2009,697.5,699.93,686.05,2.51242E+11,0
09/06/2009,705.38,707.82,695.65,2.54081E+11,0
10/06/2009,722.79,727.58,705.67,2.60351E+11,0
11/06/2009,730.99,732.26,720.79,2.63306E+11,0
12/06/2009,727.27,737.48,725.64,2.61966E+11,0
15/06/2009,709.49,726.9,708.23,2.5556E+11,0
16/06/2009,711.32,719.3,705.22,2.56219E+11,0
17/06/2009,691.03,712.55,688.82,2.48913E+11,0
18/06/2009,695.35,698.17,686.06,2.50467E+11,0
19/06/2009,695.42,697.24,693.61,2.55725E+11,0
22/06/2009,671.46,695.27,670.16,2.46915E+11,0
23/06/2009,667.16,675.91,665.65,2.45335E+11,0
24/06/2009,696.64,696.71,667.41,2.56173E+11,0
25/06/2009,686.31,697.73,681.53,2.52374E+11,0
26/06/2009,695.5,699.35,686.57,2.55756E+11,0
29/06/2009,715.28,716.56,693.89,2.6303E+11,0
30/06/2009,706.63,719.59,706.09,2.59847E+11,0
01/07/2009,726.16,727,706.94,2.6703E+11,0
02/07/2009,704.69,726.1,704.28,2.59134E+11,0
06/07/2009,691.83,700.4,687.09,2.54403E+11,0
07/07/2009,689.05,700.19,687.96,2.53383E+11,0
08/07/2009,682.59,688.96,680.51,2.51006E+11,0
09/07/2009,684.09,692.12,681.97,2.51558E+11,0
10/07/2009,678.82,686.14,678.3,2.49622E+11,0
13/07/2009,689.5,690.73,670.48,2.53548E+11,0
14/07/2009,694.84,700.8,689.63,2.55513E+11,0
15/07/2009,722.74,722.74,694.95,2.65772E+11,0
16/07/2009,705.61,726.55,705.6,2.59474E+11,0
17/07/2009,714.18,715.44,704.35,2.62625E+11,0
20/07/2009,717.26,724.55,714.45,2.63755E+11,0
21/07/2009,730.54,732.03,717.61,2.68638E+11,0
22/07/2009,734.09,734.79,721.23,2.69945E+11,0
23/07/2009,754.25,755.41,734.42,2.7736E+11,0
24/07/2009,753.87,756.14,745.81,2.77219E+11,0
27/07/2009,747.01,759.57,744.12,2.74697E+11,0
28/07/2009,745.27,757.61,742.25,2.74055E+11,0
29/07/2009,745.88,746.88,738.83,2.74279E+11,0
30/07/2009,768.18,768.82,745.52,2.8248E+11,0
31/07/2009,772.82,774.34,763.56,2.84186E+11,0
03/08/2009,789.64,791.08,772.86,2.90373E+11,0
04/08/2009,777.31,790.76,774.3,2.8584E+11,0
05/08/2009,775.44,786.99,773.04,2.85153E+11,0
06/08/2009,776.74,786.55,771.97,2.85627E+11,0
07/08/2009,792.57,793.86,765.46,2.91452E+11,0
10/08/2009,784.78,793.48,782.41,2.88587E+11,0
11/08/2009,764.97,790.83,763.34,2.813E+11,0
12/08/2009,782.32,782.73,761.1,2.87682E+11,0
13/08/2009,794.46,799.93,782.35,2.92143E+11,0
14/08/2009,786.2,800.52,782.95,2.89109E+11,0
17/08/2009,769.06,786.07,762.49,2.82805E+11,0
18/08/2009,777.9,783.87,769.14,2.86056E+11,0
19/08/2009,771.47,777.85,765,2.83692E+11,0
20/08/2009,786.36,790.03,771.75,2.89165E+11,0
21/08/2009,814.2,815.54,782.5,2.99403E+11,0
24/08/2009,821.7,824.67,812.94,3.02161E+11,0
25/08/2009,819.51,823.26,809.27,3.01356E+11,0
26/08/2009,811.1,827.94,809.14,2.98264E+11,0
27/08/2009,810.24,818.56,805.67,2.97949E+11,0
28/08/2009,827.08,832.53,810.26,3.0414E+11,0
31/08/2009,814.08,826.78,810.96,2.99362E+11,0
01/09/2009,798.61,820.49,796.72,2.93671E+11,0
02/09/2009,782.07,798.21,776.06,2.87591E+11,0
03/09/2009,786.78,796.67,782.12,2.8932E+11,0
04/09/2009,801.83,803.41,786.92,2.94857E+11,0
08/09/2009,822.39,826.24,817.98,3.02414E+11,0
09/09/2009,832.13,832.13,817.54,3.05997E+11,0
10/09/2009,830.03,840.63,824.31,3.05224E+11,0
11/09/2009,829.85,837.88,828.54,3.05161E+11,0
14/09/2009,823.87,829.67,813.55,3.02961E+11,0
15/09/2009,829.73,832.62,823.56,3.05115E+11,0
16/09/2009,841.08,844.53,829.77,3.1029E+11,0
17/09/2009,844.04,850.57,838.44,3.1138E+11,0
18/09/2009,842.69,844.36,830.25,3.10881E+11,0
21/09/2009,833.85,842.48,830.33,3.0762E+11,0
22/09/2009,844.05,845.82,834.06,3.11386E+11,0
23/09/2009,842.16,846.86,839.61,3.10688E+11,0
24/09/2009,817.56,842.03,817.47,3.01611E+11,0
25/09/2009,815.14,822.01,811.85,3.0072E+11,0
28/09/2009,827.58,828.5,804.1,3.05308E+11,0
29/09/2009,816.51,830.89,816.18,3.01223E+11,0
30/09/2009,811.35,821.3,806.98,2.99322E+11,0
01/10/2009,796.69,816.69,796.05,2.93911E+11,0
02/10/2009,781.52,796.53,774.03,2.88314E+11,0
05/10/2009,785.95,789.56,780.2,2.89949E+11,0
06/10/2009,803.84,805.01,786.16,2.9655E+11,0
07/10/2009,793.97,805.46,790.88,2.92909E+11,0
08/10/2009,801.31,804.49,794.17,2.95616E+11,0
09/10/2009,803.69,807.4,798.2,2.96494E+11,0
12/10/2009,811.65,816.75,801.17,2.99431E+11,0
13/10/2009,803.03,816.85,801.77,2.96253E+11,0
14/10/2009,825.19,826.86,803.1,3.04427E+11,0
15/10/2009,811.6,836.39,811,2.99414E+11,0
16/10/2009,810.79,821.53,808.74,2.99113E+11,0
19/10/2009,818.73,820.05,810.4,3.02044E+11,0
20/10/2009,817.76,825.66,815.19,3.01687E+11,0
21/10/2009,819.58,821.79,807.41,3.02358E+11,0
22/10/2009,809.05,819.56,799.46,2.98471E+11,0
23/10/2009,815.05,823.66,809.36,3.00686E+11,0
26/10/2009,804.66,822.93,812.73,2.96854E+11,0
27/10/2009,806.3,811.34,803.92,2.97459E+11,0
28/10/2009,794.09,809.46,791.3,2.92951E+11,0
29/10/2009,807.79,808.79,787.54,2.98007E+11,0
30/10/2009,803.48,816.75,803.11,2.96416E+11,0
02/11/2009,800.95,802.36,790.63,2.95484E+11,0
03/11/2009,788.65,798.47,780.7,2.90945E+11,0
04/11/2009,802.46,803.77,788.85,2.9604E+11,0
05/11/2009,809.59,812.55,790.32,2.98672E+11,0
06/11/2009,806.77,816.35,802.54,2.97631E+11,0
09/11/2009,830.29,831.15,811.92,3.06306E+11,0
10/11/2009,828.02,830.15,824.99,3.05472E+11,0
11/11/2009,838.06,841.65,828.11,3.09176E+11,0
12/11/2009,837.79,842.5,834.17,3.09074E+11,0
13/11/2009,838.46,839.53,831.91,3.09323E+11,0
16/11/2009,847.66,847.94,838.65,3.12718E+11,0
17/11/2009,836.46,846.73,835.92,3.08583E+11,0
18/11/2009,840.77,848,837.04,3.10172E+11,0
19/11/2009,823.71,840.13,822.08,3.03879E+11,0
20/11/2009,819.32,829.8,815.82,3.02262E+11,0
23/11/2009,839.08,839.9,821.48,3.09552E+11,0
24/11/2009,825.33,836.6,825.33,3.04477E+11,0
25/11/2009,827.04,832.77,823.69,3.05111E+11,0
27/11/2009,812.38,814.25,787.2,2.997E+11,0
30/11/2009,798.79,817.8,798.79,2.94689E+11,0
01/12/2009,816.5,818.4,798.79,3.01222E+11,0
02/12/2009,825.96,825.96,816.08,3.04709E+11,0
03/12/2009,819.9,830.41,818.33,3.02477E+11,0
04/12/2009,827.32,833.83,813.18,3.05212E+11,0
07/12/2009,822.14,826.43,818.31,3.033E+11,0
08/12/2009,812.07,828.52,809.66,2.99585E+11,0
09/12/2009,806.89,814.79,802.38,2.97675E+11,0
10/12/2009,809.67,814.46,805.86,2.987E+11,0
11/12/2009,815.34,818.64,810.06,3.00792E+11,0
14/12/2009,818.98,822.79,814.16,3.02137E+11,0
15/12/2009,813.15,820.3,805.88,2.99986E+11,0
16/12/2009,820.73,822.72,811.45,3.02783E+11,0
17/12/2009,810.3,820.04,810.28,2.98933E+11,0
18/12/2009,806.62,815.07,806.43,2.97576E+11,0
21/12/2009,812.32,814.78,804.39,2.97571E+11,0
22/12/2009,821.05,821.77,812.78,3.00769E+11,0
23/12/2009,823.33,825.67,820.84,3.01604E+11,0
28/12/2009,826.51,829.58,822.96,3.02768E+11,0
29/12/2009,831.85,833.16,826.76,3.04724E+11,0
30/12/2009,829.44,834.62,827.1,3.03843E+11,0
04/01/2010,850.79,850.89,830.91,3.11663E+11,0
05/01/2010,849.45,852.33,847.4,3.11172E+11,0
06/01/2010,,0,0,,0
07/01/2010,854.36,856.15,845.8,3.12971E+11,0
08/01/2010,857.76,860.51,853.04,3.14218E+11,0
11/01/2010,861.7,870.36,859.5,3.15659E+11,0
12/01/2010,851.01,862.65,847.66,3.11744E+11,0
13/01/2010,856.66,858.31,845.3,3.13814E+11,0
14/01/2010,865.24,867.56,857.22,3.16956E+11,0
15/01/2010,858.82,871.97,858.14,3.14604E+11,0
19/01/2010,865.91,867.59,852.56,3.17203E+11,0
20/01/2010,851.65,867.62,851.44,3.11977E+11,0
21/01/2010,847.41,859.17,845.42,3.10423E+11,0
22/01/2010,840.01,848.62,833.85,3.07714E+11,0
25/01/2010,836.46,846.37,831.17,3.06414E+11,0
26/01/2010,833.66,835.76,827.85,3.05388E+11,0
27/01/2010,835.74,845.13,826.03,3.06149E+11,0
28/01/2010,840.44,862.74,837.84,3.07873E+11,0
29/01/2010,855.86,858.3,839.51,3.1352E+11,0
01/02/2010,869.35,869.35,848.86,3.18463E+11,0
02/02/2010,873.37,876.79,866.96,3.19932E+11,0
03/02/2010,872.81,878.78,870.44,3.1973E+11,0
04/02/2010,851.41,878.11,851.36,3.1189E+11,0
05/02/2010,837.34,850.96,833.83,3.06736E+11,0
08/02/2010,837.3,844.03,823.56,3.06721E+11,0
09/02/2010,843.71,849.25,835.7,3.09068E+11,0
10/02/2010,841.3,851.84,837.35,3.08186E+11,0
11/02/2010,851.15,855.8,843.95,3.11794E+11,0
12/02/2010,845.5,862.39,840.9,3.09727E+11,0
16/02/2010,852.31,852.35,843.41,3.12221E+11,0
17/02/2010,866.66,868.48,859.24,3.17475E+11,0
18/02/2010,871.75,872.28,864.81,3.19343E+11,0
19/02/2010,874.61,875.27,862.26,3.20388E+11,0
22/02/2010,876.69,880.39,873.38,3.2115E+11,0
23/02/2010,867.36,883.78,867.27,3.17733E+11,0
24/02/2010,871.52,872.39,863.92,3.19257E+11,0
25/02/2010,865.24,876.91,861.48,3.16957E+11,0
26/02/2010,875.19,875.82,867.13,3.20599E+11,0
01/03/2010,887.49,888.15,876.32,3.25106E+11,0
02/03/2010,892.15,894.16,882.99,3.26676E+11,0
03/03/2010,900.72,900.94,889.33,3.29816E+11,0
04/03/2010,904.15,905.19,893.83,3.31072E+11,0
05/03/2010,918.33,918.99,905.09,3.36262E+11,0
08/03/2010,922.69,924.18,917.57,3.3786E+11,0
09/03/2010,919.42,923.47,913.04,3.36662E+11,0
10/03/2010,931.7,932.36,916.26,3.4116E+11,0
11/03/2010,928.14,931.6,924.5,3.39857E+11,0
12/03/2010,937.72,941.93,928.71,3.43365E+11,0
15/03/2010,932.53,939.25,931.42,3.41464E+11,0
16/03/2010,942.85,944.03,934.97,3.45243E+11,0
17/03/2010,949.82,952.06,946.73,3.47795E+11,0
18/03/2010,943.41,947.97,942.49,3.45447E+11,0
19/03/2010,947.1,954.29,943.86,3.46799E+11,0
22/03/2010,945.54,949.12,935.73,3.46228E+11,0
23/03/2010,956.57,956.6,945.79,3.50265E+11,0
24/03/2010,958.08,962.02,950.09,3.50819E+11,0
25/03/2010,968.65,970.49,956.99,3.54689E+11,0
26/03/2010,959.31,965.19,957.96,3.5127E+11,0
29/03/2010,953.51,964.38,950.72,3.49144E+11,0
30/03/2010,952.61,0,0,3.48816E+11,0
31/03/2010,954.07,955.94,949.12,3.49351E+11,0
01/04/2010,967.24,967.99,956.29,3.54174E+11,0
06/04/2010,978.55,980.25,971.36,3.58315E+11,0
07/04/2010,979.88,983.83,977.99,3.58803E+11,0
08/04/2010,971.9,975.94,965.95,3.55878E+11,0
09/04/2010,974.66,979.99,972.37,3.56888E+11,0
12/04/2010,975.56,977.01,972.37,3.57218E+11,0
13/04/2010,973.7,975.08,965.77,3.5654E+11,0
14/04/2010,980.28,980.99,972.96,3.58908E+11,0
15/04/2010,987.31,987.57,978.62,3.61481E+11,0
16/04/2010,978.52,993.68,975.84,3.58263E+11,0
19/04/2010,975.2,978.14,967.11,3.57046E+11,0
20/04/2010,993.61,994.4,980.97,3.63787E+11,0
21/04/2010,986.14,997.14,986.08,3.61054E+11,0
22/04/2010,962.01,992.51,956.37,3.52217E+11,0
23/04/2010,985.38,985.67,962.27,3.60775E+11,0
26/04/2010,992.52,997.85,989.51,3.63387E+11,0
27/04/2010,967.23,994.04,967.23,3.5413E+11,0
28/04/2010,959.49,974.36,948.95,3.51296E+11,0
29/04/2010,978.93,979.62,961.04,3.58414E+11,0
30/04/2010,975.04,980.85,972.83,3.56989E+11,0
03/05/2010,980.4,981.95,967.99,3.58949E+11,0
04/05/2010,954.62,985.86,954.62,3.49514E+11,0
05/05/2010,931.13,0,0,3.40911E+11,0
06/05/2010,909.19,0,0,3.32879E+11,0
07/05/2010,869.65,897.68,860.58,3.18402E+11,0
10/05/2010,931.09,931.13,906.33,3.40898E+11,0
11/05/2010,922.9,930.55,915.93,3.37898E+11,0
12/05/2010,947.71,948.38,919.84,3.46983E+11,0
14/05/2010,922.95,947.93,921.89,3.37918E+11,0
17/05/2010,927.05,934.56,912.08,3.39416E+11,0
18/05/2010,938.49,943.44,933.3,3.4354E+11,0
19/05/2010,902.02,926.81,900.79,3.3019E+11,0
20/05/2010,872.58,912.33,863.25,3.19415E+11,0
21/05/2010,873.59,878.9,855.21,3.19783E+11,0
24/05/2010,880.1,883.94,865.44,3.22165E+11,0
25/05/2010,855.47,859.42,844.98,3.13152E+11,0
26/05/2010,885.63,890.86,871.17,3.24193E+11,0
27/05/2010,905.1,905.1,888.07,3.31318E+11,0
28/05/2010,906.12,916.13,903.77,3.31693E+11,0
01/06/2010,914.1,916.21,892.73,3.34611E+11,0
02/06/2010,920.44,921.45,904.71,3.36935E+11,0
03/06/2010,938.44,942.64,934.69,3.43521E+11,0
04/06/2010,920.05,948.13,918.58,3.36791E+11,0
07/06/2010,905.74,917.05,898.73,3.31552E+11,0
08/06/2010,899.98,912.98,893.31,3.29445E+11,0
09/06/2010,918.64,918.69,899.9,3.36276E+11,0
10/06/2010,939.68,941.14,910.78,3.43977E+11,0
11/06/2010,937.65,944.72,929.26,3.43234E+11,0
14/06/2010,953.41,955.51,947.25,3.49004E+11,0
15/06/2010,965.09,965.41,944,3.53278E+11,0
16/06/2010,953.6,971.33,944.21,3.49072E+11,0
17/06/2010,954.42,959.22,946.76,3.4937E+11,0
18/06/2010,967.19,968.29,959.42,3.54048E+11,0
21/06/2010,974.35,983.07,970.89,3.59028E+11,0
22/06/2010,968.51,976.54,961.87,3.56878E+11,0
23/06/2010,958.49,971.27,954.64,3.53184E+11,0
24/06/2010,933.11,963.93,931.56,3.43832E+11,0
25/06/2010,933.19,934.17,932.15,3.43864E+11,0
28/06/2010,938.76,939.6,926.38,3.45916E+11,0
29/06/2010,910.24,930.66,907.68,3.35408E+11,0
30/06/2010,917.94,924.2,910.09,3.38243E+11,0
01/07/2010,890.15,914.08,886.95,3.28004E+11,0
02/07/2010,896.92,908.81,894.34,3.30498E+11,0
05/07/2010,892.32,0,0,3.28802E+11,0
06/07/2010,916.43,919.05,895.34,3.37689E+11,0
07/07/2010,925.37,927.36,900.45,3.40982E+11,0
08/07/2010,925.33,936.78,921.54,3.40967E+11,0
09/07/2010,937.83,938.16,928.13,3.45572E+11,0
12/07/2010,939.5,944.55,932.87,3.46188E+11,0
13/07/2010,964.2,965.14,942.03,3.5529E+11,0
14/07/2010,969.48,971.26,960.07,3.57234E+11,0
15/07/2010,961.94,972.84,957.81,3.54458E+11,0
16/07/2010,940.8,966.57,939.5,3.46665E+11,0
19/07/2010,935.48,945.41,930.24,3.44707E+11,0
20/07/2010,933.65,945.63,927.04,3.44031E+11,0
21/07/2010,949.92,959.97,943.22,3.50028E+11,0
22/07/2010,970.17,971.17,947.6,3.57488E+11,0
23/07/2010,964.66,976.07,959.87,3.5546E+11,0
26/07/2010,966.21,974.32,958.79,3.5603E+11,0
27/07/2010,966.3,974.31,964.33,3.56062E+11,0
28/07/2010,960.15,972.09,958.52,3.53798E+11,0
29/07/2010,962.32,971.38,960.74,3.54597E+11,0
30/07/2010,961,966.85,952,3.54111E+11,0
02/08/2010,989.94,990.92,969.01,3.64773E+11,0
03/08/2010,990.62,992.51,986.03,3.65023E+11,0
04/08/2010,987.1,991.32,980.39,3.63728E+11,0
05/08/2010,989.61,999.05,986.19,3.64651E+11,0
06/08/2010,978.55,998.18,976.21,3.60578E+11,0
09/08/2010,990.11,991.13,985.42,3.64838E+11,0
10/08/2010,977.82,987.35,974.97,3.60308E+11,0
11/08/2010,950.45,971.54,949.62,3.50221E+11,0
12/08/2010,949.84,958.57,941.23,3.49999E+11,0
13/08/2010,951.52,957.5,941.79,3.50617E+11,0
16/08/2010,958.53,959.05,946.08,3.53201E+11,0
17/08/2010,970.73,970.84,961.25,3.57696E+11,0
18/08/2010,965.25,969.47,960.66,3.55675E+11,0
19/08/2010,951.68,974.36,951.58,3.50677E+11,0
20/08/2010,940.58,956.08,933.87,3.46586E+11,0
23/08/2010,944.22,950.41,936.95,3.47927E+11,0
24/08/2010,923.25,940.52,917.62,3.402E+11,0
25/08/2010,914.03,928.06,903.41,3.36802E+11,0
26/08/2010,927.92,928.37,919.97,3.41919E+11,0
27/08/2010,936.32,936.39,921.91,3.45014E+11,0
30/08/2010,932.38,942.82,925.99,3.43563E+11,0
31/08/2010,934.91,934.91,917.37,3.44496E+11,0
01/09/2010,971.07,971.91,935.3,3.5782E+11,0
02/09/2010,967.89,971.1,963.71,3.56651E+11,0
03/09/2010,972.89,980.57,966.67,3.5849E+11,0
06/09/2010,975.7,0,0,3.59528E+11,0
07/09/2010,976.17,977.36,969.22,3.597E+11,0
08/09/2010,989.59,990.3,969.8,3.64647E+11,0
09/09/2010,1000.34,1001.13,985.34,3.68607E+11,0
10/09/2010,1006.15,1011.27,1003.48,3.70747E+11,0
13/09/2010,1016.77,1020.82,1012.47,3.74662E+11,0
14/09/2010,1015.1,1019.44,1006.08,3.74046E+11,0
15/09/2010,1010.58,1016.34,1004.86,3.7238E+11,0
16/09/2010,1005.53,1012.02,1004.7,3.7052E+11,0
17/09/2010,1008.9,1017.51,1003.52,3.7176E+11,0
20/09/2010,1023.53,1023.53,1006.27,3.7715E+11,0
21/09/2010,1021.76,1028.94,1021.76,3.765E+11,0
22/09/2010,1012.1,1026.76,1009.88,3.7294E+11,0
23/09/2010,1002.12,1016.38,992.4,3.69261E+11,0
24/09/2010,1019.16,1019.18,996.2,3.75541E+11,0
27/09/2010,1008.59,1022.82,1008.35,3.71645E+11,0
28/09/2010,1013.57,1014.76,997.6,3.73481E+11,0
29/09/2010,1012.07,1019.3,1007.99,3.72929E+11,0
30/09/2010,1014.92,1028.17,1007,3.73977E+11,0
01/10/2010,1006.86,1021.23,1004.26,3.71008E+11,0
04/10/2010,993.46,1007.89,993.05,3.66072E+11,0
05/10/2010,1010.92,1013.93,989.49,3.72505E+11,0
06/10/2010,1010.57,1022.08,1009.09,3.72374E+11,0
07/10/2010,1013.59,1015.35,1001.92,3.73489E+11,0
08/10/2010,1010.63,1013.62,1003.78,3.72398E+11,0
11/10/2010,1021.74,1022.37,1013.32,3.76491E+11,0
12/10/2010,1020.04,1021.55,1008.35,3.75864E+11,0
13/10/2010,1035.6,1038.6,1023.11,3.816E+11,0
14/10/2010,1027.76,1042.09,1025.96,3.78709E+11,0
15/10/2010,1019.41,1030.14,1015.73,3.75634E+11,0
18/10/2010,1015.91,1022.1,1012.31,3.74342E+11,0
19/10/2010,1006.38,1022.52,1005.33,3.70832E+11,0
20/10/2010,1019.58,1019.63,1007.78,3.75696E+11,0
21/10/2010,1041.74,1044.35,1021,3.8386E+11,0
22/10/2010,1038.87,1042.97,1035.85,3.82805E+11,0
25/10/2010,1044,1047.72,1041.17,3.84694E+11,0
26/10/2010,1028.84,1046.46,1024.94,3.79108E+11,0
27/10/2010,1025.72,1035.53,1023.1,3.77957E+11,0
28/10/2010,1017.98,1029.96,1016.06,3.75107E+11,0
29/10/2010,1014.85,1015.41,1006.08,3.73952E+11,0
01/11/2010,1017.31,1022.06,1012.34,3.74858E+11,0
02/11/2010,1019.32,1024.7,1014.61,3.756E+11,0
03/11/2010,1013.56,1021.94,1011.58,3.73477E+11,0
04/11/2010,1032.83,1037.05,1023.67,3.8058E+11,0
05/11/2010,1026.95,1033.98,1017.83,3.78413E+11,0
08/11/2010,1026.96,1031.82,1024.14,3.78414E+11,0
09/11/2010,1038.78,1039.53,1022.6,3.82772E+11,0
10/11/2010,1033.62,1037.72,1029.46,3.80868E+11,0
11/11/2010,1027.54,1036.95,1023.68,3.78629E+11,0
12/11/2010,1017.75,1022.99,1008.72,3.75022E+11,0
15/11/2010,1025.85,1026.09,1009.26,3.78008E+11,0
16/11/2010,1003.85,1021.5,1000.69,3.69901E+11,0
17/11/2010,1010.58,1012.14,1000.86,3.72381E+11,0
18/11/2010,1024.91,1026.29,1015.14,3.77658E+11,0
19/11/2010,1025.49,1026.62,1019.75,3.77874E+11,0
