Date,Open,High_ETH_EUR,Low_ETH_EUR,Volume,Index Value,High_OMX,Low_OMX,Total Market Value,Dividend Market Value
2017-07-31,170.25,176.0,163.3,3519.53362984,1569.7,1578.5,1569.46,601275345221.0,0.0
2017-08-01,170.1,196.13,170.1,11934.98965776,1577.54,1582.48,1568.61,604281994218.0,0.0
2017-08-02,190.92,195.12,182.2,4102.03998072,1571.11,1582.97,1568.58,601815886188.0,0.0
2017-08-03,184.71,192.9,183.41,4641.23637275,1568.14,1572.83,1562.95,600679467924.0,0.0
2017-08-04,189.59,191.22,186.0,1907.18288342,1581.49,1584.6,1565.01,605791798071.0,0.0
2017-08-05,187.62,218.99,186.92,11774.89362972,,,,,
2017-08-06,209.52,233.9,209.51,7531.25216152,,,,,
2017-08-07,231.6,235.54,220.0,5630.69966493,1578.32,1585.36,1576.84,604579597153.0,0.0
2017-08-08,229.42,254.89,227.64,9359.56967718,1578.3,1579.69,1571.43,604573387438.0,0.0
2017-08-09,251.5,269.86,238.1,15928.63274454,1580.74,1582.35,1569.35,605505968052.0,0.0
2017-08-10,252.0,265.0,246.51,5490.91404755,1568.63,1582.89,1568.47,600868923059.0,92831814.0
2017-08-11,258.94,260.8,252.01,2741.26065499,1561.25,1568.16,1551.23,598039056655.0,0.0
2017-08-12,260.0,272.0,259.0,4485.6700915,,,,,
2017-08-13,262.83,264.0,244.0,5703.03646915,,,,,
2017-08-14,251.59,260.0,251.01,3286.29190005,1577.25,1579.0,1563.04,604167465691.0,0.0
2017-08-15,253.8,255.9,230.52,10165.16280747,1577.83,1585.04,1576.16,604253812122.0,0.0
2017-08-16,244.47,259.98,240.74,4534.84138218,1581.79,1589.02,1578.16,605773362845.0,0.0
2017-08-17,256.0,264.66,255.7,3759.28044322,1570.09,1586.45,1568.05,601292566712.0,0.0
2017-08-18,259.57,261.51,244.7,3229.99891503,1558.32,1570.3,1553.52,596784237420.0,728464087.0
2017-08-19,252.43,258.88,244.96,1984.89940626,,,,,
2017-08-20,252.11,254.0,248.75,1313.30692067,,,,,
2017-08-21,253.19,293.0,253.01,14662.2562644,1554.42,1562.75,1550.63,595290807382.0,0.0
2017-08-22,272.04,280.01,250.0,5632.36291728,1572.26,1572.5,1553.91,602121777124.0,34027172.0
2017-08-23,269.75,277.81,266.3,2743.29495257,1567.37,1572.86,1564.76,600247891559.0,0.0
2017-08-24,270.01,280.0,269.51,2091.93956156,1571.16,1577.12,1567.43,601701452089.0,0.0
