Date,Open,High_ETH_EUR,Low_ETH_EUR,Volume,Index Value,High_OMX,Low_OMX,Total Market Value,Dividend Market Value
2018-04-26,512.85,548.0,493.0,15717.31078373,1519.7,1519.92,1498.38,570855734732.0,0.0
2018-04-27,545.65,570.0,527.43,13323.02516735,1520.4,1522.18,1514.08,571117294377.0,296574351.0
2018-04-28,539.16,569.61,528.0,6305.91051849,,,,,
2018-04-29,563.51,574.9,550.1,6047.66289185,,,,,
2018-04-30,567.91,572.49,546.95,8173.74134568,1511.51,1524.04,1510.49,567779523654.0,546610760.0
2018-05-01,548.9,560.0,519.96,10705.74691442,1510.0,1512.83,1508.08,567212488187.0,0.0
2018-05-02,557.41,574.5,552.14,8710.56680082,1524.09,1533.96,1513.07,572503152612.0,0.0
2018-05-03,574.5,648.0,572.34,20447.38520582,1512.56,1527.8,1510.34,568175412318.0,0.0
2018-05-04,648.0,674.0,632.63,18032.2202852,1525.11,1525.11,1512.72,572888289459.0,0.0
2018-05-05,659.83,687.89,650.74,10078.02758888,,,,,
2018-05-06,674.94,692.49,624.0,14019.73078292,,,,,
2018-05-07,655.7,661.53,585.0,24914.14521337,1545.27,1546.37,1524.66,580461075125.0,214598320.0
2018-05-08,622.61,651.5,605.51,11537.58398994,1562.64,1562.64,1542.87,586984229454.0,0.0
2018-05-09,635.01,639.06,601.0,8968.47873953,1572.77,1572.82,1557.13,590032307309.0,742400639.0
2018-05-10,632.89,646.9,612.19,9118.27479329,1574.13,1577.21,1572.47,590542506577.0,0.0
2018-05-11,615.98,618.03,550.51,22861.24496778,1572.97,1576.99,1570.81,590106608128.0,0.0
2018-05-13,571.32,619.9,563.0,8235.00089149,,,,,
2018-05-14,617.0,625.0,573.3,16964.92343216,1575.62,1578.87,1567.54,591099487285.0,0.0
2018-05-15,604.0,619.39,588.0,8571.40308308,1566.03,1574.99,1560.0,587500822871.0,0.0
2018-05-16,593.21,607.49,575.1,6853.36616042,1570.29,1572.71,1557.53,588954114467.0,0.0
2018-05-17,594.38,606.58,562.5,7472.28520994,1576.66,1576.66,1566.14,591343223634.0,0.0
2018-05-18,569.4,589.0,558.0,7733.00368619,1577.89,1580.66,1573.74,591807022148.0,0.0
2018-05-19,586.88,609.0,580.0,5261.69231813,,,,,
2018-05-20,588.0,613.1,585.31,4028.59411471,,,,,
2018-05-21,606.17,613.11,586.16,5021.0439473,1586.92,1588.54,1578.32,595193860943.0,0.0
2018-05-22,592.02,593.63,542.87,8296.99297269,1590.18,1594.52,1580.62,596414489199.0,33332751.0
2018-05-23,543.49,551.7,480.34,19936.20685713,1568.06,1586.45,1562.78,588119196193.0,0.0
2018-05-24,498.39,521.58,465.0,14093.4298801,1558.42,1576.77,1554.03,584502084277.0,0.0
2018-05-25,508.0,528.45,490.25,7397.42970401,1560.52,1569.98,1557.19,585291129528.0,0.0
2018-05-26,490.98,519.0,490.98,3593.20888688,,,,,
2018-05-27,501.25,509.02,477.74,5214.36794542,,,,,
2018-05-28,486.86,499.01,435.45,11246.43100835,1550.02,1568.75,1548.75,581352364880.0,0.0
2018-05-29,443.96,496.72,439.45,11145.81179858,1529.82,1546.9,1518.26,573775349109.0,0.0
2018-05-30,485.73,507.0,464.5,7903.63683415,1531.77,1534.53,1521.32,574506579413.0,0.0
2018-05-31,472.49,502.0,472.48,6764.45844566,1522.69,1540.58,1518.81,571101762914.0,1109486818.0
2018-06-01,489.97,504.63,482.0,4676.60865719,1541.81,1545.1,1523.01,578274853227.0,0.0
2018-06-03,509.1,539.94,506.55,5474.01159554,,,,,
2018-06-05,506.92,524.49,493.33,5728.52025284,1540.68,1550.59,1540.68,577848719611.0,0.0
2018-06-06,518.8,520.99,505.7,4993.74999255,1533.26,1543.91,1530.45,575065738629.0,0.0
2018-06-07,514.37,522.0,510.0,4351.85255104,1529.45,1546.66,1526.36,573636456409.0,0.0
2018-06-10,508.53,509.38,431.0,13755.63445389,,,,,
2018-06-12,446.22,458.51,413.27,10373.37723613,1538.16,1542.64,1531.76,576904218927.0,0.0
2018-06-13,418.28,427.52,383.0,15451.37554539,1541.23,1543.82,1534.4,578056948208.0,0.0
2018-06-14,403.8,454.98,396.46,14252.15120413,1557.84,1558.7,1528.97,575674112460.0,0.0
2018-06-15,446.95,450.05,418.26,7315.24955933,1539.36,1559.53,1538.94,568844116149.0,0.0
2018-06-16,422.24,434.41,417.22,3263.57284626,,,,,
2018-06-18,429.39,452.02,421.03,5816.35397847,1525.86,1539.18,1519.35,563988307877.0,0.0
2018-06-19,445.5,474.6,443.37,6908.62366903,1515.14,1519.07,1502.08,560027709968.0,0.0
2018-06-20,462.56,468.9,447.49,5426.63992237,1526.79,1533.37,1517.04,564332679512.0,0.0
2018-06-21,461.84,470.58,450.59,5100.11776969,1513.43,1541.36,1512.07,559393703457.0,0.0
2018-06-22,453.29,454.29,386.01,14397.13870385,1517.13,1523.74,1514.6,560761032115.0,0.0
2018-06-24,411.2,411.2,362.89,10478.74843624,,,,,
2018-06-25,390.1,406.94,382.36,6122.37884436,1499.33,1520.23,1499.28,554182183549.0,0.0
2018-06-26,394.9,395.37,371.57,6670.94863758,1493.2,1505.07,1490.49,551916652865.0,0.0
2018-06-27,375.99,380.42,362.28,5376.96987754,1499.07,1506.94,1472.73,554087465055.0,0.0
2018-06-28,379.36,387.0,367.17,4184.01494481,1483.31,1502.36,1476.72,548261911263.0,0.0
2018-06-29,369.5,373.99,348.0,11028.20405227,1501.55,1504.67,1485.83,555003819064.0,0.0
2018-06-30,372.5,393.65,371.2,5603.48614951,,,,,
2018-07-01,381.79,389.92,380.69,2270.4896392,,,,,
2018-07-02,387.99,414.87,381.89,7899.45865014,1488.66,1498.64,1480.83,548368591937.0,0.0
2018-07-03,411.44,418.9,395.03,7122.74040288,1503.04,1508.85,1490.79,553667044825.0,0.0
2018-07-04,396.38,414.85,386.7,5988.00803231,1500.08,1504.5,1495.95,552576991629.0,0.0
2018-07-05,399.44,410.0,393.4,4539.600187,1498.69,1508.69,1495.24,552065702066.0,0.0
2018-07-06,399.82,404.0,387.12,4913.16943968,1500.52,1505.06,1488.78,552740142301.0,0.0
2018-07-07,398.79,402.0,395.1,1991.38070402,,,,,
2018-07-09,416.84,416.85,404.06,4862.76773475,1516.47,1516.69,1503.59,558613127060.0,0.0
2018-07-10,408.21,408.21,365.12,11740.33455092,1529.64,1531.09,1517.69,563464398184.0,0.0
2018-07-11,374.31,382.81,363.6,6278.99776633,1510.65,1524.54,1507.83,556471754506.0,0.0
2018-07-13,365.69,380.0,360.0,6572.11394943,1521.43,1529.81,1518.1,560440508579.0,0.0
2018-07-14,370.36,377.5,368.8,2981.73194587,,,,,
2018-07-15,372.6,388.89,370.58,3741.58551682,,,,,
2018-07-16,384.7,409.66,381.35,9816.50410807,1523.69,1527.9,1519.29,561275342537.0,0.0
2018-07-17,405.56,438.37,397.13,16629.54480003,1537.01,1537.89,1525.11,566181422503.0,0.0
2018-07-18,428.39,439.99,402.01,14130.73538191,1543.56,1548.17,1537.38,568594495153.0,0.0
2018-07-19,412.2,417.74,395.9,8630.34983961,1546.75,1552.63,1543.44,569769294452.0,0.0
2018-07-20,402.9,404.05,377.0,9609.25904507,1540.25,1549.52,1531.45,567374335363.0,0.0
2018-07-21,384.47,408.3,376.76,6288.17865033,,,,,
2018-07-23,391.71,401.9,383.1,7621.43320613,1542.21,1546.38,1535.64,568095285414.0,0.0
2018-07-24,386.01,414.14,383.35,11494.34741932,1561.37,1564.45,1541.88,575155721141.0,0.0
2018-07-25,408.57,415.97,397.15,8570.29445643,1559.67,1567.49,1559.32,574528584010.0,0.0
2018-07-27,397.95,407.05,392.4,6526.23616612,1568.23,1575.54,1566.21,577680536818.0,0.0
2018-07-28,404.65,405.98,397.8,2343.57233356,,,,,
2018-07-29,401.13,403.78,397.44,2590.47696439,,,,,
2018-07-30,399.5,402.92,380.27,6994.53455705,1567.79,1570.48,1559.95,577517632766.0,0.0
2018-07-31,389.79,391.0,366.23,11100.61400298,1560.91,1569.09,1558.78,574983812653.0,0.0
2018-08-01,369.51,372.0,351.0,11995.67934933,1561.41,1568.69,1556.96,575168173181.0,0.0
2018-08-02,360.49,363.98,351.33,7231.37370903,1547.72,1559.91,1544.87,570124599811.0,0.0
2018-08-03,355.88,362.97,343.45,7467.15842034,1557.78,1562.1,1548.64,573831290594.0,0.0
2018-08-04,361.56,363.38,346.06,6972.48750854,,,,,
2018-08-05,351.77,357.71,347.48,3535.04245284,,,,,
2018-08-06,355.0,357.1,347.2,5872.72897382,1554.94,1563.8,1551.91,572784501506.0,0.0
2018-08-08,328.64,328.64,302.39,17940.52473403,1545.29,1559.85,1542.42,569231240916.0,0.0
2018-08-13,281.28,283.41,247.0,21352.50902717,1541.11,1545.4,1530.86,567691913321.0,0.0
2018-08-14,248.7,251.38,219.13,45453.39715131,1547.24,1549.54,1541.63,569949704572.0,0.0
2018-08-16,254.4,264.22,244.14,14243.04697072,1537.78,1538.7,1525.87,566465613540.0,0.0
2018-08-17,252.11,279.87,250.99,17724.02024662,1542.61,1544.83,1535.81,568242068908.0,707848842.0
2018-08-18,276.71,280.98,247.99,11025.23092685,,,,,
2018-08-19,259.7,269.31,255.1,5203.6430936,,,,,
2018-08-20,264.23,265.94,234.91,12052.5198279,1552.55,1555.01,1543.9,571904855581.0,0.0
2018-08-22,243.25,258.88,225.2,14455.74615176,1566.11,1570.06,1558.62,576899146244.0,0.0
2018-08-23,232.8,243.68,232.01,9874.38444766,1564.96,1574.15,1564.66,576477287670.0,0.0
2018-08-26,240.08,240.9,233.0,4003.74118548,,,,,
2018-08-27,235.17,240.9,234.12,7644.21076499,1580.97,1581.02,1564.98,582375276600.0,0.0
2018-08-28,239.0,254.49,238.99,15264.86843492,1582.27,1585.96,1578.78,582852339684.0,0.0
2018-08-29,253.58,255.0,243.5,12116.17639182,1583.97,1585.65,1577.64,583480535512.0,0.0
2018-09-02,253.86,257.66,250.01,5790.69290718,,,,,
2018-09-03,252.85,255.87,246.3,10350.24024076,1577.96,1581.81,1575.83,581264489205.0,0.0
2018-09-04,249.45,253.0,244.57,10976.70134322,1567.25,1580.49,1558.33,577318809200.0,0.0
2018-09-05,247.11,248.29,204.51,32336.90963681,1548.62,1566.31,1548.87,570455921741.0,0.0
2018-09-06,207.56,209.16,182.21,32557.74863248,1546.09,1556.39,1545.57,569524896614.0,0.0
2018-09-08,188.68,191.28,166.0,18950.95259583,,,,,
2018-09-09,170.01,181.0,161.73,19976.15968396,,,,,
2018-09-11,168.37,172.63,151.5,25414.45725665,1545.71,1551.75,1537.9,569385975485.0,0.0
2018-09-15,185.61,198.47,179.98,14915.66904085,,,,,
2018-09-18,167.79,184.19,166.68,21532.47673754,1551.51,1560.83,1544.41,571521531000.0,0.0
2018-09-20,178.9,187.37,176.21,15469.75816545,1568.44,1568.44,1555.59,577756799441.0,0.0
2018-09-28,196.29,200.78,185.62,19291.07507245,1580.77,1594.53,1576.75,582301660423.0,0.0
2018-10-01,201.86,202.61,193.4,12918.61688771,1578.66,1586.03,1578.48,581521633214.0,0.0
2018-10-02,199.69,199.95,192.79,9269.92170726,1569.12,1577.36,1564.66,578007261194.0,0.0
2018-10-05,192.95,199.8,190.5,8190.60976272,1526.98,1539.91,1523.31,562487136804.0,0.0
2018-10-08,194.01,200.84,193.98,11356.71648671,1507.65,1526.24,1503.63,555365919600.0,104081449.0
2018-10-09,199.17,200.0,197.11,8100.6694955,1505.74,1509.81,1491.66,554661908993.0,108971567.0
2018-10-11,194.14,194.65,166.84,38947.43166812,1445.96,1465.22,1437.48,532639909521.0,0.0
2018-10-12,169.79,171.65,160.55,14946.38105147,1450.51,1466.16,1450.51,534316029477.0,0.0
2018-10-13,168.72,173.99,168.14,6171.5422539,,,,,
2018-10-15,169.28,191.67,164.62,25529.33117761,1449.11,1451.33,1432.9,533801440771.0,0.0
2018-10-21,176.85,178.96,175.61,4337.18307837,,,,,
2018-10-22,175.98,176.8,174.78,6419.07392069,1458.27,1474.5,1454.82,537174615087.0,0.0
2018-10-23,176.01,176.6,173.28,8140.75425022,1430.04,1454.5,1423.82,526777846895.0,0.0
2018-10-26,176.45,179.69,175.41,7783.3630084,1414.7,1421.84,1403.27,521125911992.0,0.0
2018-10-27,176.35,177.5,176.05,2794.10511272,,,,,
2018-10-30,171.51,173.4,170.91,6866.06684465,1435.9,1437.01,1416.74,528936782337.0,0.0
2018-10-31,172.64,176.42,169.83,7456.49743795,1461.49,1464.2,1439.45,538360606842.0,0.0
2018-11-01,174.5,174.5,172.91,6208.08752533,1465.27,1478.88,1459.48,539753874295.0,0.0
2018-11-02,174.04,177.18,173.54,7107.32845925,1482.09,1488.23,1473.1,545950091362.0,0.0
2018-11-03,176.13,176.33,174.7,4789.15417457,,,,,
2018-11-05,183.89,185.93,180.68,9801.32851793,1468.82,1481.94,1466.43,541060140921.0,0.0
2018-11-07,190.92,195.0,188.32,13173.22703132,1483.79,1486.64,1469.98,546577549496.0,0.0
2018-11-08,190.1,191.32,185.0,10032.60541114,1493.58,1503.14,1486.78,550182600485.0,0.0
2018-11-13,186.28,186.82,180.55,9586.48635054,1481.35,1491.93,1470.55,545675634236.0,0.0
2018-11-21,110.93,121.0,107.55,37629.31866407,1432.71,1432.71,1417.56,527758369846.0,0.0
2018-11-24,108.61,111.66,95.02,29751.95597058,,,,,
2018-11-26,100.54,103.2,90.67,41325.52758317,1458.21,1459.4,1439.73,537154891747.0,0.0
2018-11-27,92.04,98.68,88.15,30292.10104783,1454.16,1466.16,1447.28,535660263149.0,0.0
2018-12-05,96.0,96.58,89.65,22858.11940512,1449.38,1460.79,1446.6,533901348379.0,0.0
2018-12-06,90.23,91.0,81.23,41742.24014257,1416.38,1448.99,1416.38,521746305179.0,201365377.0
2018-12-07,81.74,85.31,72.35,88644.43509062,1427.61,1441.82,1418.89,525882367205.0,0.0
2018-12-11,79.21,80.23,75.51,20989.74582902,1433.22,1441.82,1409.73,527946710047.0,0.0
2018-12-12,77.53,80.46,76.51,17863.18210006,1455.21,1455.21,1432.31,536049268837.0,0.0
2018-12-15,74.07,74.74,72.23,13798.50804822,,,,,
2018-12-16,74.1,77.44,73.65,12198.11958946,,,,,
2018-12-17,74.64,85.5,74.11,36982.74776346,1436.2,1453.08,1432.81,529047059493.0,0.0
2018-12-19,84.5,95.75,83.73,61663.08462075,1419.69,1426.45,1418.96,522963651025.0,0.0
2018-12-29,117.32,127.85,115.59,29888.88026347,,,,,
2019-01-11,111.07,112.47,106.22,24766.97070198,1453.58,1463.61,1448.44,529152930408.0,0.0
2019-01-13,109.11,109.5,99.89,18599.33750698,,,,,
2019-01-14,101.51,115.4,100.53,28716.44101125,1436.46,1448.64,1435.77,522920828000.0,0.0
2019-01-15,112.36,114.4,102.89,28269.66214382,1443.35,1448.89,1438.9,525430934628.0,0.0
2019-01-17,107.35,108.77,103.12,13603.9710115,1457.38,1459.43,1442.47,530538560975.0,0.0
2019-01-18,107.41,108.33,104.42,8643.45163029,1481.26,1481.26,1459.68,539232571863.0,0.0
2019-01-22,102.04,105.34,97.26,18309.13363856,1473.22,1482.04,1467.81,536305192600.0,0.0
2019-01-29,91.99,93.45,89.41,17436.64124848,1471.7,1474.32,1457.27,535748924294.0,0.0
2019-01-30,91.49,95.8,90.55,17988.65329204,1475.46,1476.58,1465.63,537119887563.0,0.0
2019-02-01,92.85,93.48,90.27,10272.42898386,1493.01,1494.59,1479.71,543507589667.0,0.0
2019-02-02,92.95,93.7,92.0,5527.01552294,,,,,
2019-02-04,92.72,94.32,92.21,8302.28169998,1487.26,1493.08,1484.17,541415748238.0,0.0
2019-02-05,92.98,93.49,92.01,7968.05523377,1510.17,1510.9,1487.36,549753869847.0,0.0
2019-02-08,91.15,108.0,90.6,32340.65414769,1493.5,1501.97,1491.76,543684863883.0,0.0
2019-02-13,106.43,110.3,106.35,11329.10281936,1527.3,1528.42,1516.15,555991404126.0,0.0
2019-02-14,107.1,109.25,105.73,9849.63300991,1528.71,1534.78,1523.93,556504667946.0,0.0
2019-02-15,106.53,109.57,105.83,8679.93439654,1545.47,1545.47,1521.93,562606529504.0,0.0
2019-02-18,117.36,130.8,116.28,50922.68157804,1546.41,1550.4,1540.08,562947361817.0,0.0
2019-02-19,125.99,131.78,125.61,23224.89464836,1531.25,1548.01,1528.59,557429042977.0,0.0
2019-02-21,128.52,130.64,125.0,16173.3874621,1520.2,1535.78,1519.06,553407405686.0,0.0
2019-02-25,121.82,124.18,116.0,24745.71813769,1534.05,1542.47,1530.93,558448305871.0,0.0
2019-02-26,121.91,122.05,117.51,13386.03856761,1535.65,1536.47,1525.57,559030523283.0,0.0
2019-02-28,115.5,122.46,115.5,22782.47727802,1525.95,1529.13,1517.97,555498069928.0,186072235.0
2019-03-01,118.49,121.0,117.98,11220.31015896,1538.97,1541.25,1527.48,560239279114.0,0.0
2019-03-03,116.15,117.97,115.21,5543.61680602,,,,,
2019-03-04,115.21,115.22,108.57,20193.41420216,1540.91,1545.47,1536.02,560946315253.0,0.0
2019-03-08,122.5,123.07,115.55,14965.99777271,1518.6,1518.95,1509.31,552822995186.0,0.0
2019-03-10,121.21,121.5,118.58,6129.22342264,,,,,
2019-03-14,115.87,119.58,114.14,10242.13755733,1557.07,1557.07,1540.69,566829885877.0,387911000.0
2019-03-15,116.22,120.83,116.04,10843.43186855,1569.2,1569.62,1555.22,571244335062.0,287777708.0
2019-03-16,119.6,126.05,119.6,16533.80395298,,,,,
2019-03-29,122.4,126.41,122.0,16090.78203834,1539.87,1545.73,1535.38,560497479445.0,2970409427.0
2019-04-01,125.93,127.5,123.93,12279.82346529,1564.93,1565.56,1541.78,569618228258.0,0.0
2019-04-02,126.6,145.13,125.85,52578.84052009,1573.58,1578.18,1560.83,572768162568.0,0.0
2019-04-05,140.21,150.13,139.52,19418.04787155,1586.07,1589.57,1582.36,575902472336.0,1046671400.0
2019-04-11,156.85,157.96,140.65,24983.41576974,1578.69,1581.91,1573.8,573224385143.0,414789959.0
2019-04-12,147.01,148.29,141.67,11391.99563203,1581.52,1581.93,1574.34,574249382377.0,0.0
2019-04-13,146.18,147.21,144.07,4810.12574708,,,,,
2019-04-14,145.01,149.83,143.73,5947.70087316,,,,,
2019-04-15,149.26,150.02,138.4,19687.97876965,1579.73,1582.81,1575.18,573601781689.0,0.0
2019-04-16,142.38,148.49,141.4,10775.65150324,1579.7,1587.54,1577.39,573591252936.0,0.0
2019-04-17,146.95,149.04,145.95,7654.53421417,1581.11,1584.45,1576.77,574102596048.0,0.0
2019-04-18,147.0,157.01,146.81,13437.14176488,1586.84,1587.45,1575.5,576180508289.0,0.0
2019-04-19,154.5,155.19,151.07,9334.24845708,1586.84,1587.55,1586.79,576180508289.0,0.0
2019-04-20,153.86,158.04,152.2,7204.7954982,,,,,
2019-04-21,153.88,156.01,148.8,8368.42600625,,,,,
2019-04-22,151.55,154.23,150.1,6129.1540421,1585.51,1587.55,1584.72,575698311498.0,0.0
2019-04-23,153.37,157.25,150.19,15088.74291769,1587.29,1591.91,1576.05,576344897252.0,0.0
2019-04-24,152.96,153.0,143.94,18074.67525015,1588.74,1598.26,1585.19,576872425422.0,0.0
2019-04-25,148.37,149.23,133.0,20560.91277086,1580.12,1588.28,1571.43,573740648704.0,131537870.0
2019-04-26,137.7,140.15,133.72,18971.27335587,1589.09,1592.38,1579.42,576999079392.0,501210789.0
2019-04-27,137.3,142.45,136.81,7391.20666081,,,,,
2019-04-28,140.63,140.88,136.98,7483.54378164,,,,,
2019-04-29,137.84,138.7,133.61,11308.9341053,1588.1,1592.69,1583.57,576638723036.0,0.0
2019-04-30,135.95,143.88,135.86,10462.50536344,1567.34,1585.05,1566.18,569101913021.0,411351471.0
2019-05-01,143.24,145.21,140.06,6377.17482238,1567.81,1570.55,1566.06,569272562923.0,0.0
2019-05-02,140.44,143.79,139.54,7364.194922,1558.17,1567.56,1556.16,565770533405.0,0.0
2019-05-03,142.97,151.63,141.5,14632.13606804,1555.01,1564.74,1553.07,564625560813.0,0.0
2019-05-04,147.41,149.86,141.23,12143.48640888,,,,,
2019-05-05,145.46,146.32,140.62,7611.93487084,,,,,
2019-05-06,144.13,157.0,141.18,24799.24418201,1537.28,1547.81,1518.54,558187409203.0,677140379.0
2019-05-07,154.8,161.37,150.46,25725.19207473,1520.03,1546.25,1515.91,551922239449.0,99859130.0
2019-05-08,154.3,155.0,145.55,15690.92381358,1523.56,1526.26,1512.68,553204888747.0,367186173.0
2019-05-09,152.44,154.5,147.15,17813.67964868,1496.6,1521.26,1492.72,543414435485.0,347160709.0
2019-05-10,151.51,157.2,149.41,21282.79580781,1504.69,1512.39,1497.07,546354648995.0,0.0
2019-05-11,154.37,177.74,152.94,56199.53642896,,,,,
2019-05-12,176.96,181.0,160.24,58904.96541918,,,,,
2019-05-13,166.51,186.13,164.87,44808.46257641,1477.06,1503.03,1473.35,536319805399.0,0.0
2019-05-14,175.12,193.0,170.51,57834.96626159,1491.2,1491.39,1477.52,541456444246.0,0.0
2019-05-15,193.0,220.54,192.03,76220.80246332,1490.06,1499.71,1473.93,541040534303.0,0.0
2019-05-16,220.03,249.8,216.01,112378.70764109,1513.84,1513.84,1487.73,549675240035.0,0.0
2019-05-17,232.83,240.9,199.0,79232.44254755,1511.69,1511.69,1500.39,548896195112.0,0.0
2019-05-18,213.01,223.0,208.31,22318.62652415,,,,,
2019-05-19,213.0,235.94,209.08,33989.85523479,,,,,
2019-05-20,235.1,237.0,213.55,37354.18066915,1501.28,1518.14,1495.28,545114789125.0,0.0
2019-05-21,224.02,237.0,222.1,23740.25535783,1516.83,1517.77,1502.1,550760139502.0,0.0
2019-05-22,230.1,234.79,215.92,26786.01023527,1520.58,1522.46,1512.85,552122148355.0,281796108.0
2019-05-23,221.25,222.65,208.0,27677.13786807,1496.06,1521.06,1495.19,543112339938.0,0.0
2019-05-24,220.41,228.0,217.01,18823.90255797,1507.39,1515.18,1498.11,547228305576.0,0.0
2019-05-25,223.43,230.0,220.21,9849.30897045,,,,,
2019-05-26,225.51,241.4,220.2,24339.7603169,,,,,
2019-05-27,236.43,249.37,236.05,34617.22766184,1503.41,1517.95,1502.24,545783005181.0,0.0
2019-05-28,240.41,247.92,237.0,21699.53563196,1506.3,1509.51,1494.39,546832431947.0,0.0
2019-05-29,244.03,246.58,233.01,22340.55021655,1475.94,1503.53,1474.69,535808578930.0,0.0
2019-05-30,243.34,260.02,214.02,53468.84735448,1480.0,1481.14,1478.12,537281518054.0,0.0
2019-05-31,227.6,237.0,221.0,24110.34087822,1468.8,1479.34,1462.29,533218283428.0,0.0
2019-06-01,236.16,246.0,234.08,10471.25527437,,,,,
2019-06-02,244.05,244.05,238.75,1099.49730155,,,,,
2019-06-03,241.55,242.63,228.5,14233.70719723,1478.49,1478.49,1449.31,536734703543.0,0.0
2019-06-04,230.35,230.35,207.03,39500.69194225,1482.68,1482.86,1460.77,538254593309.0,0.0
2019-06-05,212.5,221.98,211.36,15000.1035874,1483.58,1487.85,1480.03,538583278170.0,0.0
2019-06-06,219.75,220.67,209.0,10552.40822009,1490.14,1498.88,1486.17,540962670289.0,0.0
2019-06-07,216.09,225.18,216.0,15672.82618823,1504.45,1508.4,1489.79,546159228817.0,0.0
2019-06-08,221.8,222.64,214.0,5321.45151585,,,,,
2019-06-09,217.01,217.43,201.07,12533.83098201,,,,,
2019-06-10,203.27,218.84,201.95,14050.50815599,1506.33,1514.13,1506.28,546840257944.0,0.0
2019-06-11,215.87,219.91,210.02,10773.32626978,1533.29,1538.33,1507.01,556629403918.0,0.0
2019-06-12,217.3,230.54,215.01,18548.08079247,1536.82,1538.03,1522.81,557911273486.0,0.0
2019-06-13,227.8,234.0,226.04,12630.73031478,1537.43,1544.52,1533.03,558132113018.0,0.0
2019-06-14,226.87,236.32,224.11,11923.81705173,1530.16,1535.3,1524.12,555492160277.0,0.0
2019-06-15,235.83,242.75,233.37,9916.13725081,,,,,
2019-06-16,238.61,242.75,231.09,13768.93093372,,,,,
2019-06-17,239.11,245.0,238.44,12909.83263714,1528.27,1532.77,1524.82,554806140321.0,0.0
2019-06-18,244.43,245.85,233.51,15224.26467972,1549.16,1550.99,1520.1,562390981710.0,0.0
2019-06-19,234.52,241.0,233.96,9046.62694298,1549.64,1551.32,1541.6,562563385301.0,0.0
2019-06-20,239.1,243.5,236.45,8877.44274614,1557.96,1563.85,1552.3,565585458715.0,0.0
2019-06-21,241.08,260.02,240.5,27198.27443086,1551.38,1558.57,1550.67,563195411605.0,0.0
2019-06-22,256.98,277.85,256.89,34062.67443635,,,,,
2019-06-23,263.62,279.8,263.51,17675.14375878,,,,,
2019-06-24,270.13,274.98,258.52,16312.14835637,1543.83,1559.21,1542.32,555930217892.0,0.0
2019-06-25,271.42,278.39,269.52,16220.26952648,1547.99,1549.36,1539.35,557429012849.0,0.0
2019-06-26,278.15,319.0,269.6,70436.35047065,1546.12,1552.96,1539.8,556754251335.0,0.0
2019-06-27,286.17,299.99,238.28,54681.36303718,1544.5,1549.51,1538.04,556172018860.0,0.0
2019-06-28,259.27,274.98,253.06,25723.87233867,1547.33,1550.21,1540.9,557190341048.0,0.0
2019-06-29,271.82,276.52,256.52,15073.92944173,,,,,
2019-06-30,276.08,284.1,254.85,17954.26278418,,,,,
2019-07-01,258.23,265.79,246.0,21917.35270945,1567.79,1571.41,1548.26,564559768141.0,0.0
2019-07-02,256.3,261.74,238.82,26882.34773118,1575.38,1575.77,1566.95,567291838127.0,0.0
2019-07-03,258.58,274.99,256.0,16463.07917415,1586.97,1592.53,1571.85,571463548801.0,0.0
2019-07-04,266.38,269.0,258.96,10186.97996741,1584.22,1589.99,1581.43,570408981376.0,0.0
2019-07-05,259.5,262.25,248.87,13669.99096287,1563.55,1583.37,1558.45,562966787466.0,0.0
2019-07-06,257.23,265.21,254.53,6965.61970063,,,,,
2019-07-07,256.08,276.91,253.57,11583.62183214,,,,,
2019-07-08,272.47,279.99,269.67,13701.61727208,1562.74,1567.41,1556.57,562675643803.0,0.0
2019-07-09,279.93,283.75,270.42,18131.22331951,1551.94,1560.06,1545.37,558788876964.0,0.0
2019-07-10,274.54,280.49,251.52,24796.19975895,1550.03,1559.99,1546.02,558100064950.0,0.0
2019-07-11,257.3,258.05,232.83,23011.31984169,1542.76,1556.25,1540.13,555481489308.0,0.0
2019-07-12,238.26,249.32,236.5,11197.50563374,1542.71,1547.97,1540.26,555463968344.0,0.0
2019-07-13,243.87,245.85,233.0,6350.3157412,,,,,
2019-07-14,237.29,240.02,204.5,31787.37148231,,,,,
2019-07-15,210.52,210.59,181.33,37699.44300056,1550.12,1554.71,1536.95,558132704961.0,0.0
2019-07-16,207.0,208.8,170.12,46593.69436852,1555.7,1557.69,1543.63,560142136728.0,0.0
2019-07-17,179.12,196.0,170.01,35098.56517948,1537.86,1557.33,1537.39,553717800269.0,0.0
2019-07-18,188.98,202.42,184.23,31971.46520602,1526.9,1537.19,1519.75,549772164407.0,0.0
2019-07-22,201.19,203.0,189.06,11395.37240347,1537.09,1542.94,1534.39,553440451824.0,0.0
2019-07-29,187.37,193.0,185.5,8053.96945023,1555.44,1559.88,1549.32,560048553976.0,281798408.0
2019-07-30,189.59,192.21,183.7,9621.38330576,1529.19,1551.12,1525.82,550596164235.0,0.0
2019-07-31,188.39,196.14,187.67,9183.51590241,1530.59,1534.44,1523.61,551101070569.0,0.0
2019-08-01,194.79,197.47,191.09,7831.22120057,1544.64,1550.1,1522.09,556160686539.0,0.0
2019-08-05,200.07,212.11,199.61,15681.08668398,1477.84,1509.33,1474.92,532108378765.0,0.0
2019-08-06,207.33,213.89,198.55,20752.22006803,1480.05,1492.32,1472.9,532901898934.0,0.0
