Date,Open,High,Low,Volume
21/06/2019,241.08,260.02,240.5,27198.27443
22/06/2019,256.98,277.85,256.89,34062.67444
23/06/2019,263.62,279.8,263.51,17675.14376
24/06/2019,270.13,274.98,258.52,16312.14836
25/06/2019,271.42,278.39,269.52,16220.26953
26/06/2019,278.15,319,269.6,70436.35047
27/06/2019,286.17,299.99,238.28,54681.36304
28/06/2019,259.27,274.98,253.06,25723.87234
29/06/2019,271.82,276.52,256.52,15073.92944
30/06/2019,276.08,284.1,254.85,17954.26278
01/07/2019,258.23,265.79,246,21917.35271
02/07/2019,256.3,261.74,238.82,26882.34773
03/07/2019,258.58,274.99,256,16463.07917
04/07/2019,266.38,269,258.96,10186.97997
05/07/2019,259.5,262.25,248.87,13669.99096
06/07/2019,257.23,265.21,254.53,6965.619701
07/07/2019,256.08,276.91,253.57,11583.62183
08/07/2019,272.47,279.99,269.67,13701.61727
09/07/2019,279.93,283.75,270.42,18131.22332
10/07/2019,274.54,280.49,251.52,24796.19976
11/07/2019,257.3,258.05,232.83,23011.31984
12/07/2019,238.26,249.32,236.5,11197.50563
13/07/2019,243.87,245.85,233,6350.315741
14/07/2019,237.29,240.02,204.5,31787.37148
15/07/2019,210.52,210.59,181.33,37699.443
16/07/2019,207,208.8,170.12,46593.69437
17/07/2019,179.12,196,170.01,35098.56518
18/07/2019,188.98,202.42,184.23,31971.46521
22/07/2019,201.19,203,189.06,11395.3724
29/07/2019,187.37,193,185.5,8053.96945
30/07/2019,189.59,192.21,183.7,9621.383306
31/07/2019,188.39,196.14,187.67,9183.515902
01/08/2019,194.79,197.47,191.09,7831.221201
05/08/2019,200.07,212.11,199.61,15681.08668
06/08/2019,207.33,213.89,198.55,20752.22007
07/08/2019,200.05,206.11,196.47,14923.02891
10/08/2019,186.65,191.67,179.23,12262.1362
11/08/2019,184.33,193.15,183.87,5033.552035
12/08/2019,192.24,193.54,187.71,7578.326768
13/08/2019,188.41,188.71,181.78,8153.431851
15/08/2019,170.67,170.7,156,26236.57591
16/08/2019,169.35,170.71,161.5,14918.61759
18/08/2019,168.12,178.67,165.69,7677.791929
19/08/2019,175.79,183.08,174.14,9482.347093
20/08/2019,181.29,183.77,175.7,9216.14543
22/08/2019,166.72,176,165.21,9736.640768
05/09/2019,157.95,159.2,153.55,9196.260268
06/09/2019,158.51,161.98,150.05,11202.98892
07/09/2019,153.36,164.18,152.89,9657.299159
10/09/2019,165.23,166.96,160.29,8740.726797
13/09/2019,164.09,164.38,160.62,4775.87772
14/09/2019,163.55,170.67,162.85,6048.174543
15/09/2019,169.64,172.75,168,6015.687192
18/09/2019,191.91,199.11,186.99,21591.16614
21/09/2019,194.89,200.96,194.03,4442.792603
26/09/2019,155.62,156.88,139.41,27397.48839
04/10/2019,159.69,163.54,156.22,5526.322862
06/10/2019,160.73,161.39,152.96,12958.28481
08/10/2019,165.25,168.86,162.14,7308.244288
09/10/2019,165.03,177.86,163.56,30576.02132
11/10/2019,174.86,179.47,163.16,17260.07952
12/10/2019,164.43,167.6,161.11,6330.954901
18/10/2019,158.68,159.87,151.68,7554.262531
25/10/2019,145.47,169.97,144.78,22158.73171
26/10/2019,162.29,178.69,153,27354.90406
27/10/2019,159.43,170.1,158.46,14706.38094
30/10/2019,173.49,173.49,162.34,11333.65428
01/11/2019,163.04,165.5,158.82,8174.358463
07/11/2019,172.75,173.97,166.84,8591.139583
08/11/2019,169.42,170,164.16,6988.709526
15/11/2019,167.54,169.14,160.92,9589.86323
20/11/2019,158.7,160.38,156.51,7106.426977
24/11/2019,138.51,139.18,128.86,10168.96802
26/11/2019,133.89,136.37,130.44,15649.16752
27/11/2019,134.72,141.97,128.44,18489.77032
29/11/2019,136.97,143.25,136.03,8058.748882
02/12/2019,137.69,138.33,132.7,8301.3315
03/12/2019,134.9,135.49,131.6,6745.509552
09/12/2019,137.22,137.35,132.6,7235.555481
13/12/2019,129.43,130.53,127.96,5797.419653
15/12/2019,127.92,129.51,126.05,4984.145683
17/12/2019,118.74,119.25,107.94,28443.79961
20/12/2019,114.57,116.75,113.39,9365.005419
27/12/2019,112.66,113.79,109.8,11711.38716
30/12/2019,120.78,121.42,116.21,10898.63906
02/01/2020,116.16,116.52,112.86,9515.107207
03/01/2020,113.91,120.69,112.24,13074.55937
10/01/2020,123.99,130.69,122.17,11221.74646
11/01/2020,128.56,132.88,127.83,13118.0499
13/01/2020,130.73,132.3,127.93,8678.357225
18/01/2020,154.9,161.79,148.91,18973.0582
22/01/2020,152.63,154.47,149.72,7757.241761
24/01/2020,147.28,149.21,140.9,13107.35942
28/01/2020,154.34,158.64,153.91,13955.55807
30/01/2020,159.54,168.9,155.09,19505.55312
31/01/2020,168.9,169.54,158.5,15066.62816
03/02/2020,171.1,176,168.31,14756.6552
